Year,State,HAI,Facility_ID,Facility_Name,County,Facility_Category,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,SIR_2015,Notes
2016,California,Clostridium difficile Infection (CDI),250000101,San Gorgonio Memorial Hospital,Riverside,General Acute Care Hospital,Community (<125 Beds),34,15.52,12601,2.19,1.54,3.03,Worse,1.63,¶ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),250000507,"Southwest Healthcare System, Murrieta",Riverside,General Acute Care Hospital,Community (<125 Beds),27,11.26,24726,2.4,1.61,3.44,Worse,1.51,
2016,California,Clostridium difficile Infection (CDI),250000344,"Southwest Healthcare System, Wildomar",Riverside,General Acute Care Hospital,Community (<125 Beds),47,18.35,33228,2.56,1.9,3.38,Worse,2.3,
2016,California,Clostridium difficile Infection (CDI),630014442,Temecula Valley Hospital,Riverside,General Acute Care Hospital,Community (125-250 Beds),18,18.93,29206,0.95,0.58,1.47,Same,1.07,
2016,California,Clostridium difficile Infection (CDI),030000130,"Kaiser Foundation Hospital, Sacramento",Sacramento,General Acute Care Hospital,Community (>250 Beds),40,37.96,50703,1.05,0.76,1.42,Same,0.86,
2016,California,Clostridium difficile Infection (CDI),030000133,"Kaiser Foundation Hospital, South Sacramento",Sacramento,General Acute Care Hospital,Community (125-250 Beds),23,31.66,51569,0.73,0.47,1.07,Same,1.37,
2016,California,Clostridium difficile Infection (CDI),030000124,Mercy General Hospital,Sacramento,General Acute Care Hospital,Community (>250 Beds),56,48.26,61226,1.16,0.89,1.5,Same,1.32,
2016,California,Clostridium difficile Infection (CDI),030000124,"Mercy General Hospital, Rehabilitation Unit",Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,3.26,6121,0.61,0.1,2.03,Same,0.57,
2016,California,Clostridium difficile Infection (CDI),030000901,Mercy Hospital of Folsom,Sacramento,General Acute Care Hospital,Community (<125 Beds),25,14.13,23699,1.77,1.17,2.57,Worse,1.36,
2016,California,Clostridium difficile Infection (CDI),030000127,Mercy San Juan Medical Center,Sacramento,General Acute Care Hospital,Major Teaching,81,81.62,92485,0.99,0.79,1.23,Same,1.02,
2016,California,Clostridium difficile Infection (CDI),030000037,Methodist Hospital of Sacramento,Sacramento,General Acute Care Hospital,Community (125-250 Beds),33,25.64,36367,1.29,0.9,1.79,Same,1.07,
2016,California,Clostridium difficile Infection (CDI),030001506,Shriners Hospitals for Children Northern California,Sacramento,General Acute Care Hospital,Pediatric,0,2.16,8998,0,0,1.38,Same,0,
2016,California,Clostridium difficile Infection (CDI),030000151,"Sutter Medical Center, Sacramento",Sacramento,General Acute Care Hospital,Community (>250 Beds),66,79.91,114647,0.83,0.64,1.04,Same,0.84,
2016,California,Clostridium difficile Infection (CDI),030000113,University of California Davis Medical Center,Sacramento,General Acute Care Hospital,Major Teaching,115,93.98,173120,1.22,1.02,1.46,Worse,1.25,
2016,California,Clostridium difficile Infection (CDI),030000113,"University of California Davis Medical Center, Rehabilitation Unit",Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Unit,3,2.17,5450,1.39,0.35,3.77,Same,0,
2016,California,Clostridium difficile Infection (CDI),030000907,Vibra Hospital of Sacramento,Sacramento,Long-term Acute Care Hospital,LTAC,18,18.1,15707,0.99,0.61,1.54,Same,1.39,
2016,California,Clostridium difficile Infection (CDI),070000142,Hazel Hawkins Memorial Hospital,San Benito,General Acute Care Hospital,Community (<125 Beds),2,3.24,6693,0.62,0.1,2.04,Same,0.61,
2016,California,Clostridium difficile Infection (CDI),240000100,Arrowhead Regional Medical Center,San Bernardino,General Acute Care Hospital,Major Teaching,35,52.42,108196,0.67,0.47,0.92,Better,0.84,
2016,California,Clostridium difficile Infection (CDI),240001218,Ballard Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,5,4.19,14607,1.19,0.44,2.64,Same,1.77,
2016,California,Clostridium difficile Infection (CDI),240000001,Barstow Community Hospital,San Bernardino,General Acute Care Hospital,Community (<125 Beds),1,1.75,7196,0.57,0.03,2.82,Same,0.61,
2016,California,Clostridium difficile Infection (CDI),240000002,Bear Valley Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,2,0.31,1390,6.52,0.79,23.53,Same,0,¥ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),240000003,Chino Valley Medical Center,San Bernardino,General Acute Care Hospital,Community (<125 Beds),1,11.7,17497,0.09,0,0.42,Better,0.52,
2016,California,Clostridium difficile Infection (CDI),240000034,Colorado River Medical Center,San Bernardino,Critical Access Hospital,Critical Access,1,0.16,731, , , ,,0,
2016,California,Clostridium difficile Infection (CDI),240000082,Community Hospital of San Bernardino,San Bernardino,General Acute Care Hospital,Community (>250 Beds),14,15.23,20936,0.92,0.52,1.51,Same,1.12,
2016,California,Clostridium difficile Infection (CDI),240001330,Desert Valley Hospital,San Bernardino,General Acute Care Hospital,Community (125-250 Beds),26,23.76,36090,1.09,0.73,1.58,Same,0.88,
2016,California,Clostridium difficile Infection (CDI),240000014,Hi-Desert Medical Center,San Bernardino,General Acute Care Hospital,Community (<125 Beds),0,1.43,7521,0,0,2.09,Same,0,
2016,California,Clostridium difficile Infection (CDI),240000024,"Kaiser Foundation Hospital, Fontana",San Bernardino,General Acute Care Hospital,Major Teaching,55,56.98,84524,0.97,0.73,1.25,Same,1.4,
2016,California,Clostridium difficile Infection (CDI),630013398,"Kaiser Foundation Hospital, Ontario",San Bernardino,General Acute Care Hospital,Major Teaching,52,33.08,41015,1.57,1.19,2.05,Worse,1.51,
2016,California,Clostridium difficile Infection (CDI),240000040,"Kindred Hospital, Ontario",San Bernardino,Long-term Acute Care Hospital,LTAC,33,35.88,27955,0.92,0.64,1.28,Same,0.7,
2016,California,Clostridium difficile Infection (CDI),240001515,"Kindred Hospital, Rancho",San Bernardino,Long-term Acute Care Hospital,LTAC,21,27.4,18590,0.77,0.49,1.15,Same,0.91,
2016,California,Clostridium difficile Infection (CDI),630015551,Loma Linda University Children's Hospital,San Bernardino,General Acute Care Hospital,Pediatric,18,35.05,62121,0.51,0.31,0.8,Better,0.66,
2016,California,Clostridium difficile Infection (CDI),240000025,Loma Linda University East Campus Hospital,San Bernardino,General Acute Care Hospital,Major Teaching,6,6.53,13735,0.92,0.37,1.91,Same,2.27,
2016,California,Clostridium difficile Infection (CDI),240000025,"Loma Linda University East Campus Hospital, Rehabilitation Unit",San Bernardino,Rehabilitation Hospital or Unit,Rehabilitation Unit,15,9.94,18687,1.51,0.88,2.43,Same,1.84,
2016,California,Clostridium difficile Infection (CDI),240000027,Loma Linda University Medical Center,San Bernardino,General Acute Care Hospital,Major Teaching,118,69.06,101035,1.71,1.42,2.04,Worse,1.48,
2016,California,Clostridium difficile Infection (CDI),630012294,Loma Linda University Surgical Hospital,San Bernardino,General Acute Care Hospital,Major Teaching,2,1.07,4763,1.87,0.31,6.17,Same,1.41,
2016,California,Clostridium difficile Infection (CDI),240000009,Montclair Hospital Medical Center,San Bernardino,General Acute Care Hospital,Community (<125 Beds),3,5.29,10135,0.57,0.14,1.54,Same,2.01,
2016,California,Clostridium difficile Infection (CDI),240000052,Mountains Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,0,0.24,1093,0,0,15.28,Same,0,¥ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),240000046,Redlands Community Hospital,San Bernardino,General Acute Care Hospital,Community (125-250 Beds),42,24.2,39679,1.74,1.27,2.32,Worse,1.97,
2016,California,Clostridium difficile Infection (CDI),240000053,San Antonio Regional Hospital,San Bernardino,General Acute Care Hospital,Community (>250 Beds),66,45.12,52785,1.46,1.14,1.85,Worse,1.5,
2016,California,Clostridium difficile Infection (CDI),240000103,St. Bernardine Medical Center,San Bernardino,General Acute Care Hospital,Community (>250 Beds),62,52.9,64788,1.17,0.91,1.49,Same,1.12,
2016,California,Clostridium difficile Infection (CDI),240000104,"St. Mary Medical Center, Apple Valley",San Bernardino,General Acute Care Hospital,Community (125-250 Beds),51,47.73,60672,1.07,0.8,1.39,Same,0.44,
2016,California,Clostridium difficile Infection (CDI),630012380,Totally Kids Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.3,933,0,0,12.38,Same, ,¥ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),240000054,Victor Valley Global Medical Center,San Bernardino,General Acute Care Hospital,Community (<125 Beds),16,13.01,22512,1.23,0.73,1.96,Same,1.87,
2016,California,Clostridium difficile Infection (CDI),090000013,Alvarado Hospital Medical Center,San Diego,General Acute Care Hospital,Community (125-250 Beds),23,17.43,25447,1.32,0.86,1.95,Same,1.87,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Clostridium difficile Infection (CDI),090000013,"Alvarado Hospital Medical Center, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,1.39,2609,0.72,0.04,3.55,Same,0,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Clostridium difficile Infection (CDI),080000045,Grossmont Hospital,San Diego,General Acute Care Hospital,Community (>250 Beds),98,67.01,103915,1.46,1.19,1.78,Worse,1.44,
2016,California,Clostridium difficile Infection (CDI),080000045,"Grossmont Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,2.43,6122,0.82,0.14,2.72,Same,1.03,
2016,California,Clostridium difficile Infection (CDI),080000144,"Kaiser Foundation Hospital, San Diego",San Diego,General Acute Care Hospital,Major Teaching,89,69.12,94732,1.29,1.04,1.58,Worse,1.32,
2016,California,Clostridium difficile Infection (CDI),090000048,"Kindred Hospital, San Diego",San Diego,Long-term Acute Care Hospital,LTAC,24,17.52,16387,1.37,0.9,2.01,Same,1.65,
2016,California,Clostridium difficile Infection (CDI),080000142,Palomar Health Downtown Campus,San Diego,General Acute Care Hospital,Community (<125 Beds),0,1.33,7037,0,0,2.25,Same,0,
2016,California,Clostridium difficile Infection (CDI),080000142,"Palomar Health Downtown Campus, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,6,3.2,6864,1.88,0.76,3.91,Same,2.63,
2016,California,Clostridium difficile Infection (CDI),630013873,Palomar Medical Center,San Diego,General Acute Care Hospital,Community (>250 Beds),60,49.56,85377,1.21,0.93,1.55,Same,1.23,
2016,California,Clostridium difficile Infection (CDI),090000145,Paradise Valley Hospital,San Diego,General Acute Care Hospital,Community (>250 Beds),6,11.24,20249,0.53,0.22,1.11,Same,0.52,
2016,California,Clostridium difficile Infection (CDI),090000145,"Paradise Valley Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,1.02,2039,0.98,0.05,4.84,Same,0.9,
2016,California,Clostridium difficile Infection (CDI),080000147,Pomerado Hospital,San Diego,General Acute Care Hospital,Community (<125 Beds),19,10.52,22643,1.81,1.12,2.77,Worse,1.8,
2016,California,Clostridium difficile Infection (CDI),090000155,Promise Hospital of San Diego,San Diego,Long-term Acute Care Hospital,LTAC,12,16.69,14759,0.72,0.39,1.22,Same,0.88,
2016,California,Clostridium difficile Infection (CDI),080000023,Rady Children's Hospital - San Diego,San Diego,General Acute Care Hospital,Pediatric,17,20.79,68483,0.82,0.49,1.28,Same,1.56,
2016,California,Clostridium difficile Infection (CDI),080000022,Scripps Green Hospital,San Diego,General Acute Care Hospital,Community (125-250 Beds),39,25.84,35063,1.51,1.09,2.04,Worse,1.82,
2016,California,Clostridium difficile Infection (CDI),080000150,Scripps Memorial Hospital - Encinitas,San Diego,General Acute Care Hospital,Community (125-250 Beds),38,26.03,41842,1.46,1.05,1.98,Worse,1.01,
2016,California,Clostridium difficile Infection (CDI),080000150,"Scripps Memorial Hospital - Encinitas, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,4,3.45,6485,1.16,0.37,2.8,Same,1.13,
2016,California,Clostridium difficile Infection (CDI),080000149,Scripps Memorial Hospital - La Jolla,San Diego,General Acute Care Hospital,Community (>250 Beds),44,55.61,79941,0.79,0.58,1.05,Same,1.32,
2016,California,Clostridium difficile Infection (CDI),090000025,Scripps Mercy Hospital,San Diego,General Acute Care Hospital,Major Teaching,51,83.48,89646,0.61,0.46,0.8,Better,1.22,
2016,California,Clostridium difficile Infection (CDI),090000016,Scripps Mercy Hospital Chula Vista,San Diego,General Acute Care Hospital,Community (125-250 Beds),18,25.32,37260,0.71,0.44,1.1,Same,1.48,
2016,California,Clostridium difficile Infection (CDI),090000021,Sharp Chula Vista Medical Center,San Diego,General Acute Care Hospital,Community (125-250 Beds),37,35.63,66159,1.04,0.74,1.42,Same,1.45,
2016,California,Clostridium difficile Infection (CDI),090000033,Sharp Coronado Hospital and Healthcare Center,San Diego,General Acute Care Hospital,Community (<125 Beds),2,3.23,6154,0.62,0.1,2.05,Same,1.04,
2016,California,Clostridium difficile Infection (CDI),080001470,Sharp Mary Birch Hospital For Women And Newborns,San Diego,General Acute Care Hospital,Community (125-250 Beds),1,10.58,31526,0.1,0.01,0.47,Better,0.09,
2016,California,Clostridium difficile Infection (CDI),080000036,Sharp Memorial Hospital,San Diego,General Acute Care Hospital,Community (>250 Beds),62,84.89,91981,0.73,0.57,0.93,Better,1.07,
2016,California,Clostridium difficile Infection (CDI),080000036,Sharp Memorial Hospital Rehabilitation Hospital,San Diego,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,1,1.81,3460,0.55,0.03,2.72,Same, ,
2016,California,Clostridium difficile Infection (CDI),080000152,Tri-City Medical Center,San Diego,General Acute Care Hospital,Community (>250 Beds),48,49.04,56950,0.98,0.73,1.29,Same,0.91,
2016,California,Clostridium difficile Infection (CDI),080000152,"Tri-City Medical Center, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.22,2298,0,0,2.45,Same,0,
2016,California,Clostridium difficile Infection (CDI),090000154,UC San Diego Health Hillcrest - Hillcrest Medical Center,San Diego,General Acute Care Hospital,Major Teaching,209,217.95,170063,0.96,0.84,1.1,Same,1.78,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Clostridium difficile Infection (CDI),090000977,Vibra Hospital of San Diego,San Diego,Long-term Acute Care Hospital,LTAC,30,29.28,24357,1.03,0.7,1.44,Same,0.92,
2016,California,Clostridium difficile Infection (CDI),220000002,California Pacific Medical Center - California West Campus Hospital,San Francisco,General Acute Care Hospital,Community (125-250 Beds),2,12.83,21995,0.16,0.03,0.52,Better,0.16,
2016,California,Clostridium difficile Infection (CDI),220000023,California Pacific Medical Center - Davies Campus Hospital,San Francisco,General Acute Care Hospital,Community (125-250 Beds),8,9.34,18700,0.86,0.4,1.63,Same,1.83,
2016,California,Clostridium difficile Infection (CDI),220000023,"California Pacific Medical Center - Davies Campus Hospital, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,7,5.55,11097,1.26,0.55,2.5,Same,0.24,
2016,California,Clostridium difficile Infection (CDI),220000022,California Pacific Medical Center - Pacific Campus Hospital,San Francisco,General Acute Care Hospital,Community (>250 Beds),95,61.64,78442,1.54,1.25,1.88,Worse,1.9,
2016,California,Clostridium difficile Infection (CDI),220000018,California Pacific Medical Center - St. Luke's Campus Hospital,San Francisco,General Acute Care Hospital,Community (125-250 Beds),14,10.03,16912,1.4,0.8,2.29,Same,0.7,
2016,California,Clostridium difficile Infection (CDI),220000003,Chinese Hospital,San Francisco,General Acute Care Hospital,Community (<125 Beds),2,2.44,6390,0.82,0.14,2.71,Same,1.02,
2016,California,Clostridium difficile Infection (CDI),220000008,"Kaiser Foundation Hospital, San Francisco",San Francisco,General Acute Care Hospital,Major Teaching,31,35.32,53041,0.88,0.61,1.23,Same,0.83,
2016,California,Clostridium difficile Infection (CDI),220000012,Laguna Honda Hospital & Rehabilitation Center,San Francisco,General Acute Care Hospital,Community (<125 Beds),0,0.07,194, , , ,, ,
2016,California,Clostridium difficile Infection (CDI),220000012,"Laguna Honda Hospital & Rehabilitation Center, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.38,740,0,0,9.66,Same,0,¥ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),220000029,Saint Francis Memorial Hospital,San Francisco,General Acute Care Hospital,Community (125-250 Beds),17,13.99,21576,1.22,0.73,1.91,Same,1.04,
2016,California,Clostridium difficile Infection (CDI),220000029,"Saint Francis Memorial Hospital, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,2.69,5064,0.74,0.12,2.45,Same,1.81,
2016,California,Clostridium difficile Infection (CDI),220000030,St. Mary's Medical Center,San Francisco,General Acute Care Hospital,Community (125-250 Beds),13,15.87,19334,0.82,0.46,1.37,Same,0.83,
2016,California,Clostridium difficile Infection (CDI),220000030,"St. Mary's Medical Center, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.59,4871,0,0,1.16,Same,0.4,
2016,California,Clostridium difficile Infection (CDI),220000031,UCSF Medical Center,San Francisco,General Acute Care Hospital,Major Teaching,227,178.58,203519,1.27,1.11,1.45,Worse,1.53,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Clostridium difficile Infection (CDI),220000019,Zuckerberg San Francisco General Hospital and Trauma Center,San Francisco,General Acute Care Hospital,Major Teaching,60,118.42,87025,0.51,0.39,0.65,Better,0.51,
2016,California,Clostridium difficile Infection (CDI),030000117,Dameron Hospital,San Joaquin,General Acute Care Hospital,Community (125-250 Beds),19,18.73,26327,1.02,0.63,1.56,Same,1.58,
2016,California,Clostridium difficile Infection (CDI),030000118,Doctors Hospital of Manteca,San Joaquin,General Acute Care Hospital,Community (<125 Beds),9,9.41,14060,0.96,0.47,1.76,Same,1.02,
2016,California,Clostridium difficile Infection (CDI),030000973,"Kaiser Foundation Hospital, Manteca",San Joaquin,General Acute Care Hospital,Community (125-250 Beds),27,27.58,39084,0.98,0.66,1.41,Same,1.09,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Clostridium difficile Infection (CDI),030000139,Lodi Memorial Hospital,San Joaquin,General Acute Care Hospital,Community (125-250 Beds),30,22.73,30627,1.32,0.91,1.86,Same,1.11,
2016,California,Clostridium difficile Infection (CDI),030000139,"Lodi Memorial Hospital, Rehabilitation Unit",San Joaquin,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,1.19,2235,0.84,0.04,4.15,Same,0,
2016,California,Clostridium difficile Infection (CDI),030000135,San Joaquin General Hospital,San Joaquin,General Acute Care Hospital,Community (125-250 Beds),20,24.62,38690,0.81,0.51,1.23,Same,1.05,
2016,California,Clostridium difficile Infection (CDI),030000143,St. Joseph's Medical Center Of Stockton,San Joaquin,General Acute Care Hospital,Major Teaching,91,71.24,75927,1.28,1.03,1.56,Worse,1.17,
2016,California,Clostridium difficile Infection (CDI),030000141,Sutter Tracy Community Hospital,San Joaquin,General Acute Care Hospital,Community (<125 Beds),9,6.14,12329,1.47,0.72,2.69,Same,2.83,
2016,California,Clostridium difficile Infection (CDI),050000016,French Hospital Medical Center,San Luis Obispo,General Acute Care Hospital,Community (<125 Beds),8,9.34,15576,0.86,0.4,1.63,Same,0.81,
2016,California,Clostridium difficile Infection (CDI),050000009,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,General Acute Care Hospital,Community (<125 Beds),1,4.13,8341,0.24,0.01,1.2,Same,1.69,
2016,California,Clostridium difficile Infection (CDI),050000009,"Marian Regional Medical Center, Arroyo Grande, Rehabilitation Unit",San Luis Obispo,Rehabilitation Hospital or Unit,Rehabilitation Unit,5,3.2,6013,1.56,0.57,3.46,Same,2.41,
2016,California,Clostridium difficile Infection (CDI),050000031,Sierra Vista Regional Medical Center,San Luis Obispo,General Acute Care Hospital,Community (125-250 Beds),12,12.81,19348,0.94,0.51,1.59,Same,0.76,
2016,California,Clostridium difficile Infection (CDI),050000037,Twin Cities Community Hospital,San Luis Obispo,General Acute Care Hospital,Community (<125 Beds),6,12.85,14952,0.47,0.19,0.97,Better,0.57,
2016,California,Clostridium difficile Infection (CDI),220000010,"Kaiser Foundation Hospital, Redwood City",San Mateo,General Acute Care Hospital,Community (125-250 Beds),4,14.46,26137,0.28,0.09,0.67,Better,1.31,
2016,California,Clostridium difficile Infection (CDI),220000009,"Kaiser Foundation Hospital, South San Francisco",San Mateo,General Acute Care Hospital,Community (<125 Beds),9,13.73,22662,0.66,0.32,1.2,Same,1.83,
2016,California,Clostridium difficile Infection (CDI),220000716,Menlo Park Surgical Hospital,San Mateo,General Acute Care Hospital,Community (<125 Beds),0,0.05,283, , , ,, ,
2016,California,Clostridium difficile Infection (CDI),220000017,Mills-Peninsula Medical Center,San Mateo,General Acute Care Hospital,Community (125-250 Beds),36,34.5,46865,1.04,0.74,1.43,Same,1.22,
2016,California,Clostridium difficile Infection (CDI),220000007,San Mateo Medical Center,San Mateo,General Acute Care Hospital,Community (<125 Beds),9,6.43,13181,1.4,0.68,2.57,Same,0.62,
2016,California,Clostridium difficile Infection (CDI),220000025,Sequoia Hospital,San Mateo,General Acute Care Hospital,Community (125-250 Beds),7,12.85,21805,0.55,0.24,1.08,Same,1.1,
2016,California,Clostridium difficile Infection (CDI),220000026,Seton Medical Center,San Mateo,General Acute Care Hospital,Community (<125 Beds),28,17.54,29852,1.6,1.08,2.28,Worse,2,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Clostridium difficile Infection (CDI),050000017,Goleta Valley Cottage Hospital,Santa Barbara,General Acute Care Hospital,Community (<125 Beds),3,1.91,3963,1.57,0.4,4.27,Same,0,
2016,California,Clostridium difficile Infection (CDI),050000018,Lompoc Valley Medical Center,Santa Barbara,General Acute Care Hospital,Community (<125 Beds),2,2.13,7465,0.94,0.16,3.1,Same,1.14,
2016,California,Clostridium difficile Infection (CDI),050000021,Marian Regional Medical Center,Santa Barbara,General Acute Care Hospital,Community (125-250 Beds),14,26.65,41305,0.53,0.3,0.86,Better,0.51,
2016,California,Clostridium difficile Infection (CDI),050000280,Santa Barbara Cottage Hospital,Santa Barbara,General Acute Care Hospital,Community (>250 Beds),45,60.01,72652,0.75,0.55,0.99,Better,0.62,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Clostridium difficile Infection (CDI),050000280,"Santa Barbara Cottage Hospital, Rehabilitation Unit",Santa Barbara,Rehabilitation Hospital or Unit,Rehabilitation Unit,3,4.91,9225,0.61,0.16,1.66,Same,0.43,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Clostridium difficile Infection (CDI),050000030,Santa Ynez Valley Cottage Hospital,Santa Barbara,Critical Access Hospital,Critical Access,0,0.28,822,0,0,13.3,Same,0,¥ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),070001351,El Camino Hospital,Santa Clara,General Acute Care Hospital,Community (>250 Beds),23,30.73,64743,0.75,0.49,1.11,Same,1.08,
2016,California,Clostridium difficile Infection (CDI),070000136,El Camino Hospital Los Gatos,Santa Clara,General Acute Care Hospital,Community (125-250 Beds),1,4.21,10661,0.24,0.01,1.17,Same,1.14,
2016,California,Clostridium difficile Infection (CDI),070000136,"El Camino Hospital Los Gatos, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.63,6619,0.38,0.02,1.88,Same,0,
2016,California,Clostridium difficile Infection (CDI),070000153,"Good Samaritan Hospital, San Jose",Santa Clara,General Acute Care Hospital,Community (>250 Beds),58,53.68,68958,1.08,0.83,1.39,Same,1.11,
2016,California,Clostridium difficile Infection (CDI),070000150,"Kaiser Foundation Hospital, San Jose",Santa Clara,General Acute Care Hospital,Community (125-250 Beds),26,28.63,40632,0.91,0.61,1.31,Same,1.09,
2016,California,Clostridium difficile Infection (CDI),070001355,"Kaiser Foundation Hospital, Santa Clara",Santa Clara,General Acute Care Hospital,Community (>250 Beds),63,51.03,72972,1.23,0.96,1.57,Same,1.24,
2016,California,Clostridium difficile Infection (CDI),070001349,Lucile Packard Children's Hospital Stanford,Santa Clara,General Acute Care Hospital,Pediatric,43,33.28,73296,1.29,0.95,1.73,Same,0.64,
2016,California,Clostridium difficile Infection (CDI),070000154,Mission Oaks Hospital,Santa Clara,General Acute Care Hospital,Community (<125 Beds),0,0.16,755, , , ,, ,
2016,California,Clostridium difficile Infection (CDI),070000154,"Mission Oaks Hospital, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,3.04,5714,0,0,0.99,Better, ,
2016,California,Clostridium difficile Infection (CDI),070000146,O'Connor Hospital,Santa Clara,General Acute Care Hospital,Major Teaching,32,26.22,34728,1.22,0.85,1.7,Same,1.08,
2016,California,Clostridium difficile Infection (CDI),070000133,Regional Medical Center of San Jose,Santa Clara,General Acute Care Hospital,Community (125-250 Beds),37,95.02,57397,0.39,0.28,0.53,Better,0.42,¶ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),070000635,Saint Louise Regional Hospital,Santa Clara,General Acute Care Hospital,Community (<125 Beds),13,15.43,19808,0.84,0.47,1.4,Same,1.28,
2016,California,Clostridium difficile Infection (CDI),070000149,Santa Clara Valley Medical Center,Santa Clara,General Acute Care Hospital,Major Teaching,110,85.61,114972,1.29,1.06,1.54,Worse,0.96,
2016,California,Clostridium difficile Infection (CDI),070000149,"Santa Clara Valley Medical Center, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,9,7.14,13409,1.26,0.62,2.32,Same,1.55,
2016,California,Clostridium difficile Infection (CDI),070001357,Stanford Health Care,Santa Clara,General Acute Care Hospital,Major Teaching,148,107.14,148200,1.38,1.17,1.62,Worse,1.3,
2016,California,Clostridium difficile Infection (CDI),070000139,Dominican Hospital,Santa Cruz,General Acute Care Hospital,Community (125-250 Beds),26,27.74,42693,0.94,0.63,1.35,Same,0.95,
2016,California,Clostridium difficile Infection (CDI),070000139,"Dominican Hospital, Rehabilitation Unit",Santa Cruz,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,3.09,5806,0.32,0.02,1.6,Same,0,
2016,California,Clostridium difficile Infection (CDI),070000959,Sutter Maternity & Surgery Center of Santa Cruz,Santa Cruz,General Acute Care Hospital,Community (<125 Beds),0,0.67,4114,0,0,5.5,Same,0,¥ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),070000155,Watsonville Community Hospital,Santa Cruz,General Acute Care Hospital,Community (<125 Beds),1,3.97,11001,0.25,0.01,1.24,Same,0.97,
2016,California,Clostridium difficile Infection (CDI),230000009,Mayers Memorial Hospital,Shasta,Critical Access Hospital,Critical Access, , , , , , ,,1.95,"Incomplete Reporter, see Data Dictionary"
2016,California,Clostridium difficile Infection (CDI),230000010,Mercy Medical Center Redding,Shasta,General Acute Care Hospital,Community (>250 Beds),58,46.09,52980,1.26,0.96,1.62,Same,0.74,
2016,California,Clostridium difficile Infection (CDI),230000444,Patients' Hospital of Redding,Shasta,General Acute Care Hospital,Community (<125 Beds),0,0.11,521, , , ,, ,
2016,California,Clostridium difficile Infection (CDI),230000016,Shasta Regional Medical Center,Shasta,General Acute Care Hospital,Community (125-250 Beds),24,20.09,31815,1.19,0.78,1.75,Same,1.66,
2016,California,Clostridium difficile Infection (CDI),230000422,Vibra Hospital of Northern California,Shasta,Long-term Acute Care Hospital,LTAC,29,19.13,17040,1.52,1.03,2.15,Worse,1.37,
2016,California,Clostridium difficile Infection (CDI),230000019,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,5,1.87,4125,2.67,0.98,5.92,Same,1.04,
2016,California,Clostridium difficile Infection (CDI),230000012,Mercy Medical Center Mt. Shasta,Siskiyou,Critical Access Hospital,Critical Access,0,0.62,2793,0,0,5.98,Same,0,¥ See Data Dictionary
