Year,State,HAI,Facility_Name1,Facility_Name2,Facility_Name3,FACID1,FACID2,FACID3,County,Hospital_Onset_Cases,Patient_Days,SIR,SIR_95%_CI_Lower_Limit,SIR_95%_CI_Upper_Limit,Comparison,Notes
2013,California,Clostridium difficile Infection (CDI),"UCSF Medical Center, San Francisco","UCSF Medical Center at Mount Zion, San Francisco",.,220000031,220000015,.,San Francisco,203,173186,1.27,1.1,1.45,Higher,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),"Ukiah Valley Medical Center/Hospital Drive, Ukiah",.,.,110000070,.,.,Mendocino,8,11668,1.07,0.5,2.03,No Different,
2013,California,Clostridium difficile Infection (CDI),"University of California Davis Medical Center, Sacramento",.,.,030000113,.,.,Sacramento,101,164880,0.89,0.73,1.08,No Different,
2013,California,Clostridium difficile Infection (CDI),"University of California Irvine Medical Center, Orange",.,.,060000071,.,.,Orange,118,98241,1.24,1.03,1.48,Higher,
2013,California,Clostridium difficile Infection (CDI),"University of California, San Diego Medical Center","UCSD-La Jolla, John M.& Sally B. Thornton Hospital",.,090000154,090001116,.,San Diego,193,155409,1.37,1.19,1.58,Higher,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),"USC Kenneth Norris Jr. Cancer Hospital, Los Angeles",.,.,930000163,.,.,Los Angeles,22,9141,3.08,1.98,4.59,Higher,
2013,California,Clostridium difficile Infection (CDI),"USC Verdugo Hills Hospital, Glendale",.,.,930000187,.,.,Los Angeles,9,23238,0.6,0.29,1.1,No Different,
2013,California,Clostridium difficile Infection (CDI),"Valley Presbyterian Hospital, Van Nuys",.,.,930000129,.,.,Los Angeles,53,63609,1.12,0.85,1.45,No Different,
2013,California,Clostridium difficile Infection (CDI),"Valleycare Medical Center, Pleasanton","Valley Memorial Hospital, Livermore",.,140000797,140000199,.,Alameda,23,31139,1.13,0.73,1.67,No Different,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),Ventura County Medical Center,"Ventura County Medical Center, Santa Paula Hospital",.,050000039,630010957,.,Ventura,24,46400,0.73,0.48,1.07,No Different,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),"Victor Valley Community Hospital, Victorville",.,.,240000054,.,.,San Bernardino,3,22203,0.28,0.07,0.75,Lower,
2013,California,Clostridium difficile Infection (CDI),"Washington Hospital, Fremont",.,.,140000118,.,.,Alameda,100,58203,1.97,1.61,2.39,Higher,
2013,California,Clostridium difficile Infection (CDI),Watsonville Community Hospital,.,.,070000155,.,.,Santa Cruz,8,15972,0.96,0.45,1.83,No Different,
2013,California,Clostridium difficile Infection (CDI),"West Anaheim Medical Center, Anaheim",.,.,060000016,.,.,Orange,14,30907,0.96,0.55,1.58,No Different,
2013,California,Clostridium difficile Infection (CDI),West Hills Hospital and Medical Center,.,.,930000028,.,.,Los Angeles,27,40520,1.28,0.86,1.84,No Different,
2013,California,Clostridium difficile Infection (CDI),Western Medical Center  Anaheim,.,.,060000074,.,.,Orange,5,40553,0.2,0.07,0.44,Lower,
2013,California,Clostridium difficile Infection (CDI),Western Medical Center Santa Ana,.,.,060000073,.,.,Orange,28,32767,1.12,0.76,1.59,No Different,
2013,California,Clostridium difficile Infection (CDI),"White Memorial Medical Center, Los Angeles",.,.,930000191,.,.,Los Angeles,60,83346,1.03,0.79,1.31,No Different,
2013,California,Clostridium difficile Infection (CDI),Whittier Hospital Medical Center,.,.,930000151,.,.,Los Angeles,19,24316,1.66,1.03,2.54,Higher,
2013,California,Clostridium difficile Infection (CDI),Woodland Memorial Hospital,.,.,030000146,.,.,Yolo,7,8815,1.17,0.51,2.31,No Different,
