Year,State,County,HAI,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,On_Track,Months,SIR_2015,Notes
2019,California,Placer,Clostridioides difficile Infection (CDI),030000134,Sutter Roseville Medical Center,Acute Care Hospital,"Community, >250 Beds",10,53.88,80601,0.19,0.09,0.33,Better,Yes,12,1.21,
2019,California,Placer,Clostridioides difficile Infection (CDI),030000134,"Sutter Roseville Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,6.1,14456,0,0,0.49,Better,Yes,,1.93,
2019,California,Plumas,Clostridioides difficile Infection (CDI),230000004,"Eastern Plumas Hospital, Portola Campus",Critical Access Hospital,Critical Access,0,0.32,1451,0,0,11.511,Same,Yes,12,,¥ See Data Dictionary
2019,California,Plumas,Clostridioides difficile Infection (CDI),230000015,Plumas District Hospital,Critical Access Hospital,Critical Access,0,0.54,1956,0,0,6.829,Same,Yes,12,0,¥ See Data Dictionary
2019,California,Plumas,Clostridioides difficile Infection (CDI),230000017,Seneca District Hospital,Critical Access Hospital,Critical Access,0,0.14,650,,,,,,12,,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000006,Corona Regional Medical Center,Acute Care Hospital,Major Teaching,12,18.72,30058,0.64,0.35,1.09,Same,Yes,12,1.29,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000008,Desert Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",33,49.98,75610,0.66,0.46,0.92,Better,Yes,12,1.2,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000008,"Desert Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.93,2600,1.076,0.027,5.996,Same,No,,0,¥ See Data Dictionary
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",2,11.77,26514,0.17,0.03,0.56,Better,Yes,12,1.73,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000011,Eisenhower Medical Center,Acute Care Hospital,Major Teaching,38,44.58,68066,0.85,0.61,1.16,Same,No,12,0.96,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000012,Hemet Global Medical Center,Acute Care Hospital,Major Teaching,8,16.49,35770,0.49,0.23,0.92,Better,Yes,12,1.32,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000017,John F. Kennedy Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",11,13.76,19264,0.8,0.42,1.39,Same,No,12,0.62,
2019,California,Riverside,Clostridioides difficile Infection (CDI),630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,6,9.65,17827,0.62,0.25,1.29,Same,Yes,12,1.48,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,15,26.65,43795,0.56,0.33,0.91,Better,Yes,12,1.28,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000004,"Kindred Hospital, Riverside",Long-Term Acute Care Hospital,Long-Term Acute Care,16,18.3,12958,0.87,0.52,1.39,Same,No,12,0.97,
2019,California,Riverside,Clostridioides difficile Infection (CDI),630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, <125 Beds",19,20.49,36299,0.93,0.58,1.42,Same,No,12,0.57,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000727,Menifee Global Medical Center,Acute Care Hospital,Major Teaching,1,6.62,17294,0.15,0.01,0.75,Better,Yes,12,2.12,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000042,Palo Verde Hospital,Acute Care Hospital,"Community, <125 Beds",1,0.56,2277,1.793,0.045,9.989,Same,No,12,0.65,¥ See Data Dictionary
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,54,75.9,115636,0.71,0.54,0.92,Better,Yes,12,1.68,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,29,50.94,79424,0.57,0.39,0.81,Better,Yes,12,0.96,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",3,4.42,11861,0.68,0.17,1.85,Same,Yes,12,1.63,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, <125 Beds",13,15.68,25761,0.83,0.46,1.38,Same,No,12,1.51,
2019,California,Riverside,Clostridioides difficile Infection (CDI),250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",12,19.69,32554,0.61,0.33,1.04,Same,Yes,12,2.3,
2019,California,Riverside,Clostridioides difficile Infection (CDI),630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",12,26.79,39581,0.45,0.24,0.76,Better,Yes,12,1.07,
2019,California,Riverside,Clostridioides difficile Infection (CDI),630017654,Vibra Rehabilitation Hospital of Rancho Mirage,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,3,1.89,6692,1.59,0.4,4.31,Same,No,11,,"Incomplete Reporter, interpret with caution"
2019,California,Sacramento,Clostridioides difficile Infection (CDI),030000130,"Kaiser Foundation Hospital, Sacramento",Acute Care Hospital,"Community, >250 Beds",15,33.76,54904,0.44,0.26,0.72,Better,Yes,12,0.86,
2019,California,Sacramento,Clostridioides difficile Infection (CDI),030000133,"Kaiser Foundation Hospital, South Sacramento",Acute Care Hospital,Major Teaching,20,37.71,62963,0.53,0.33,0.81,Better,Yes,12,1.37,
2019,California,Sacramento,Clostridioides difficile Infection (CDI),030000124,Mercy General Hospital,Acute Care Hospital,"Community, >250 Beds",20,37.79,57669,0.53,0.33,0.8,Better,Yes,12,1.32,
2019,California,Sacramento,Clostridioides difficile Infection (CDI),030000124,"Mercy General Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,3.53,6840,0,0,0.85,Better,Yes,,0.57,
2019,California,Sacramento,Clostridioides difficile Infection (CDI),030000901,Mercy Hospital of Folsom,Acute Care Hospital,"Community, <125 Beds",7,10.99,24875,0.64,0.28,1.26,Same,Yes,12,1.36,
2019,California,Sacramento,Clostridioides difficile Infection (CDI),030000127,Mercy San Juan Medical Center,Acute Care Hospital,Major Teaching,47,64.07,84417,0.73,0.55,0.97,Better,Yes,12,1.02,
2019,California,Sacramento,Clostridioides difficile Infection (CDI),030000037,Methodist Hospital of Sacramento,Acute Care Hospital,"Community, 125-250 Beds",19,24.09,36351,0.79,0.49,1.21,Same,No,12,1.07,
2019,California,Sacramento,Clostridioides difficile Infection (CDI),030001506,Shriners Hospitals for Children Northern California,Acute Care Hospital,Pediatric,1,1.65,6879,0.6,0.03,2.98,Same,Yes,12,0,
2019,California,Sacramento,Clostridioides difficile Infection (CDI),030000151,"Sutter Medical Center, Sacramento",Acute Care Hospital,Major Teaching,21,87.01,124921,0.24,0.15,0.36,Better,Yes,12,0.84,
2019,California,Sacramento,Clostridioides difficile Infection (CDI),030000113,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,71,95.37,183892,0.74,0.59,0.93,Better,Yes,12,1.25,
2019,California,Sacramento,Clostridioides difficile Infection (CDI),030000113,"University of California Davis Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.06,4390,0,0,1.46,Same,Yes,,0,
2019,California,Sacramento,Clostridioides difficile Infection (CDI),030000907,Vibra Hospital of Sacramento,Long-Term Acute Care Hospital,Long-Term Acute Care,8,21.81,17133,0.37,0.17,0.7,Better,Yes,12,1.39,
2019,California,San Benito,Clostridioides difficile Infection (CDI),070000142,Hazel Hawkins Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",6,3.41,5500,1.76,0.71,3.66,Same,No,12,0.61,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000100,Arrowhead Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",8,45.88,98794,0.17,0.08,0.33,Better,Yes,12,0.84,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240001218,Ballard Rehabilitation Hospital,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,4,4.36,14144,0.92,0.29,2.21,Same,No,12,1.77,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000001,Barstow Community Hospital,Acute Care Hospital,"Community, <125 Beds",1,1.58,5624,0.63,0.03,3.12,Same,Yes,12,0.61,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000002,Bear Valley Community Hospital,Critical Access Hospital,Critical Access,0,0.16,715,,,,,,12,0,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000003,Chino Valley Medical Center,Acute Care Hospital,"Community, <125 Beds",7,10.5,15801,0.67,0.29,1.32,Same,Yes,12,0.52,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000034,Colorado River Medical Center,Critical Access Hospital,Critical Access,0,0.29,1309,0,0,12.76,Same,Yes,12,0,¥ See Data Dictionary
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000082,Community Hospital of San Bernardino,Acute Care Hospital,"Community, >250 Beds",8,13.44,20613,0.6,0.28,1.13,Same,Yes,12,1.12,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240001330,Desert Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",16,26.7,40093,0.6,0.36,0.95,Better,Yes,12,0.88,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000014,Hi-Desert Medical Center,Acute Care Hospital,"Community, <125 Beds",3,1.34,6063,2.25,0.57,6.11,Same,No,12,0,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,49,53.15,82905,0.92,0.69,1.21,Same,No,12,1.4,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,9,39.05,43919,0.23,0.11,0.42,Better,Yes,12,1.51,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000040,"Kindred Hospital, Ontario",Long-Term Acute Care Hospital,Long-Term Acute Care,10,26.16,25649,0.38,0.19,0.68,Better,Yes,12,0.7,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240001515,"Kindred Hospital, Rancho",Long-Term Acute Care Hospital,Long-Term Acute Care,11,20.22,17548,0.54,0.29,0.95,Better,Yes,12,0.91,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),630015551,Loma Linda University Children's Hospital,Acute Care Hospital,Major Teaching,15,35.83,62251,0.42,0.24,0.68,Better,Yes,12,0.66,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000027,Loma Linda University Medical Center,Acute Care Hospital,Major Teaching,47,79.93,110724,0.59,0.44,0.78,Better,Yes,12,1.48,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000025,Loma Linda University Medical Center East Campus Hospital,Acute Care Hospital,Major Teaching,4,5.95,15375,0.67,0.21,1.62,Same,Yes,12,2.27,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000025,"Loma Linda University Medical Center East Campus Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,4,9.9,15765,0.4,0.13,0.97,Better,Yes,,1.84,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,2,0.93,4138,2.15,0.26,7.765,Same,No,12,1.41,¥ See Data Dictionary
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000009,Montclair Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",3,4.97,8354,0.6,0.15,1.64,Same,Yes,12,2.01,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000052,Mountains Community Hospital,Critical Access Hospital,Critical Access,0,0.22,986,0,0,16.94,Same,Yes,12,0,¥ See Data Dictionary
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000046,Redlands Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",13,21.72,43721,0.6,0.33,1,Same,Yes,12,1.97,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000053,San Antonio Regional Hospital,Acute Care Hospital,"Community, >250 Beds",30,45.5,67337,0.66,0.45,0.93,Better,Yes,12,1.5,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000103,St. Bernardine Medical Center,Acute Care Hospital,Major Teaching,48,35.43,64413,1.36,1.01,1.78,Worse,No,12,1.12,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000104,"St. Mary Medical Center, Apple Valley",Acute Care Hospital,Major Teaching,22,37.78,60420,0.58,0.37,0.87,Better,Yes,12,0.44,
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),630012380,Totally Kids Rehabilitation Hospital,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,1,0.73,1950,1.361,0.034,7.583,Same,No,12,,¥ See Data Dictionary
2019,California,San Bernardino,Clostridioides difficile Infection (CDI),240000054,Victor Valley Global Medical Center,Acute Care Hospital,"Community, <125 Beds",3,13.36,28679,0.23,0.06,0.61,Better,Yes,12,1.87,
2019,California,San Diego,Clostridioides difficile Infection (CDI),090000013,Alvarado Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",21,13.05,22215,1.61,1.02,2.42,Worse,No,12,1.87,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,32,68.24,114489,0.47,0.33,0.65,Better,Yes,12,1.44,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000045,"Grossmont Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,1.67,4014,0.6,0.03,2.95,Same,Yes,,1.03,
2019,California,San Diego,Clostridioides difficile Infection (CDI),630017096,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,22,34.77,55473,0.63,0.41,0.94,Better,Yes,12,,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,26,31.61,42100,0.82,0.55,1.19,Same,No,12,1.32,
2019,California,San Diego,Clostridioides difficile Infection (CDI),090000048,"Kindred Hospital, San Diego",Long-Term Acute Care Hospital,Long-Term Acute Care,16,18.32,18758,0.87,0.52,1.39,Same,No,12,1.65,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000142,Palomar Health Downtown Campus,Acute Care Hospital,"Community, <125 Beds",0,0,0,,,,,,12,0,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000142,"Palomar Health Downtown Campus, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,2,2.05,6276,0.98,0.16,3.23,Same,No,,2.63,
2019,California,San Diego,Clostridioides difficile Infection (CDI),630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",25,40.66,88798,0.62,0.41,0.89,Better,Yes,12,1.23,
2019,California,San Diego,Clostridioides difficile Infection (CDI),090000145,Paradise Valley Hospital,Acute Care Hospital,"Community, >250 Beds",1,6.75,18039,0.15,0.01,0.73,Better,Yes,12,0.52,
2019,California,San Diego,Clostridioides difficile Infection (CDI),090000145,"Paradise Valley Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.07,2767,0,0,2.81,Same,Yes,,0.9,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000147,Pomerado Hospital,Acute Care Hospital,"Community, <125 Beds",6,8.87,20984,0.68,0.27,1.41,Same,Yes,12,1.8,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,15,19.64,64427,0.76,0.44,1.23,Same,Yes,12,1.56,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",11,19.08,33161,0.58,0.3,1,Same,Yes,12,1.82,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000150,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",11,28.05,47597,0.39,0.21,0.68,Better,Yes,12,1.01,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000150,"Scripps Memorial Hospital, Encinitas, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.3,4448,0,0,1.31,Same,Yes,,1.13,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",24,66.9,91885,0.36,0.24,0.53,Better,Yes,12,1.32,
2019,California,San Diego,Clostridioides difficile Infection (CDI),090000025,Scripps Mercy Hospital,Acute Care Hospital,Major Teaching,13,63.71,93880,0.2,0.11,0.34,Better,Yes,12,1.22,
2019,California,San Diego,Clostridioides difficile Infection (CDI),090000016,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",8,23.65,40489,0.34,0.16,0.64,Better,Yes,12,1.48,
2019,California,San Diego,Clostridioides difficile Infection (CDI),090000021,Sharp Chula Vista Medical Center,Acute Care Hospital,"Community, 125-250 Beds",12,35.68,66231,0.34,0.18,0.57,Better,Yes,12,1.45,
2019,California,San Diego,Clostridioides difficile Infection (CDI),090000033,Sharp Coronado Hospital and Healthcare Center,Acute Care Hospital,Major Teaching,2,2.6,7032,0.77,0.13,2.54,Same,No,12,1.04,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080001470,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,0,7.44,26445,0,0,0.4,Better,Yes,12,0.09,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,47,64.84,106219,0.73,0.54,0.96,Better,Yes,12,1.07,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000036,"Sharp Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,2,3.41,8186,0.59,0.1,1.94,Same,Yes,,,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000152,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",29,43.42,56061,0.67,0.46,0.95,Better,Yes,12,0.91,
2019,California,San Diego,Clostridioides difficile Infection (CDI),080000152,"Tri-City Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.85,2008,0,0,4.355,Same,Yes,,0,¥ See Data Dictionary
2019,California,San Diego,Clostridioides difficile Infection (CDI),090000154,UC San Diego Health Hillcrest,Acute Care Hospital,Major Teaching,25,61.63,73158,0.41,0.27,0.59,Better,Yes,12,,
2019,California,San Diego,Clostridioides difficile Infection (CDI),090001116,UC San Diego Health La Jolla,Acute Care Hospital,Major Teaching,94,99.62,122742,0.94,0.77,1.15,Same,No,12,1.78,
2019,California,San Diego,Clostridioides difficile Infection (CDI),090000977,Vibra Hospital of San Diego,Long-Term Acute Care Hospital,Long-Term Acute Care,6,25.22,20090,0.24,0.1,0.5,Better,Yes,12,0.92,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000002,"California Pacific Medical Center, California West Campus Hospital",Acute Care Hospital,Major Teaching,0,2.54,4430,0,0,1.18,Same,Yes,3,0.16,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000023,"California Pacific Medical Center, Davies Campus Hospital",Acute Care Hospital,Major Teaching,10,13.93,30375,0.72,0.37,1.28,Same,Yes,12,1.83,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000023,"California Pacific Medical Center, Davies Campus Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,4.91,9512,0.2,0.01,1.01,Same,Yes,,0.24,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000018,"California Pacific Medical Center, Mission Bernal Campus",Acute Care Hospital,Major Teaching,3,15.55,29544,0.19,0.05,0.53,Better,Yes,12,,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000022,"California Pacific Medical Center, Pacific Campus",Acute Care Hospital,Major Teaching,4,9.26,13131,0.43,0.14,1.04,Same,Yes,3,1.9,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000022,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,37,41.58,62752,0.89,0.64,1.21,Same,No,12,,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000003,Chinese Hospital,Acute Care Hospital,"Community, <125 Beds",5,2.95,6063,1.69,0.62,3.76,Same,No,12,1.02,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000008,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,16,36.32,59001,0.44,0.26,0.7,Better,Yes,12,0.83,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),630016625,Kentfield Hospital San Francisco,Long-Term Acute Care Hospital,Long-Term Acute Care,13,14.93,13287,0.87,0.48,1.45,Same,No,12,,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000012,Laguna Honda Hospital & Rehabilitation Center,Acute Care Hospital,"Community, <125 Beds",0,0.04,177,,,,,,12,,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000012,"Laguna Honda Hospital & Rehabilitation Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.22,425,0,0,16.821,Same,Yes,,0,¥ See Data Dictionary
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",0,11.14,18205,0,0,0.27,Better,Yes,12,1.04,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000029,"Saint Francis Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.61,3680,0,0,1.86,Same,Yes,,1.81,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000030,St. Mary's Medical Center,Acute Care Hospital,"Community, 125-250 Beds",10,12.44,20264,0.8,0.41,1.43,Same,No,12,0.83,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000030,"St. Mary's Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,2,1.71,4048,1.17,0.2,3.87,Same,No,,0.4,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,131,108.4,155529,1.21,1.02,1.43,Worse,No,12,1.53,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),630015778,UCSF Medical Center at Mission Bay,Acute Care Hospital,Major Teaching,41,40.93,69463,1,0.73,1.35,Same,No,12,,
2019,California,San Francisco,Clostridioides difficile Infection (CDI),220000019,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,41,80.42,72094,0.51,0.37,0.69,Better,Yes,9,0.51,"Incomplete Reporter, interpret with caution"
2019,California,San Joaquin,Clostridioides difficile Infection (CDI),030000139,Adventist Health Lodi Memorial,Acute Care Hospital,"Community, 125-250 Beds",2,11.96,28216,0.17,0.03,0.55,Better,Yes,12,1.11,
2019,California,San Joaquin,Clostridioides difficile Infection (CDI),030000139,"Adventist Health Lodi Memorial, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.7,1663,0,0,5.247,Same,Yes,,0,¥ See Data Dictionary
2019,California,San Joaquin,Clostridioides difficile Infection (CDI),030000117,Dameron Hospital,Acute Care Hospital,"Community, 125-250 Beds",5,6.91,15080,0.72,0.27,1.61,Same,Yes,12,1.58,
2019,California,San Joaquin,Clostridioides difficile Infection (CDI),030000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",3,4.75,15070,0.63,0.16,1.72,Same,Yes,12,1.02,
2019,California,San Joaquin,Clostridioides difficile Infection (CDI),030000973,"Kaiser Foundation Hospital, Manteca",Acute Care Hospital,"Community, <125 Beds",4,3.56,7757,1.12,0.36,2.71,Same,No,12,,
2019,California,San Joaquin,Clostridioides difficile Infection (CDI),030000135,San Joaquin General Hospital,Acute Care Hospital,Major Teaching,4,17.78,43606,0.23,0.07,0.54,Better,Yes,12,1.05,
2019,California,San Joaquin,Clostridioides difficile Infection (CDI),030000143,St. Joseph's Medical Center Of Stockton,Acute Care Hospital,"Community, >250 Beds",41,59.6,85241,0.69,0.5,0.92,Better,Yes,12,1.17,
2019,California,San Joaquin,Clostridioides difficile Infection (CDI),030000141,Sutter Tracy Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,5.04,13251,0,0,0.59,Better,Yes,12,2.83,
2019,California,San Luis Obispo,Clostridioides difficile Infection (CDI),050000016,French Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",3,9.79,19160,0.31,0.08,0.83,Better,Yes,12,0.81,
2019,California,San Luis Obispo,Clostridioides difficile Infection (CDI),050000009,"Marian Regional Medical Center, Arroyo Grande",Acute Care Hospital,"Community, <125 Beds",3,3.93,7235,0.76,0.19,2.08,Same,Yes,12,1.69,
2019,California,San Luis Obispo,Clostridioides difficile Infection (CDI),050000009,"Marian Regional Medical Center, Arroyo Grande, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,2,3.3,6387,0.61,0.1,2.01,Same,Yes,,2.41,
2019,California,San Luis Obispo,Clostridioides difficile Infection (CDI),050000031,Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,12.34,20119,0.41,0.15,0.9,Better,Yes,12,0.76,
2019,California,San Luis Obispo,Clostridioides difficile Infection (CDI),050000037,Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",5,10.4,16384,0.48,0.18,1.07,Same,Yes,12,0.57,
2019,California,San Mateo,Clostridioides difficile Infection (CDI),220000010,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Major Teaching,0,16.72,30048,0,0,0.18,Better,Yes,12,1.31,
2019,California,San Mateo,Clostridioides difficile Infection (CDI),220000009,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospital,"Community, <125 Beds",3,13.72,22651,0.22,0.06,0.6,Better,Yes,12,1.83,
2019,California,San Mateo,Clostridioides difficile Infection (CDI),220000716,Menlo Park Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.09,401,,,,,,12,,
2019,California,San Mateo,Clostridioides difficile Infection (CDI),220000017,Mills-Peninsula Medical Center,Acute Care Hospital,"Community, 125-250 Beds",13,33.36,50753,0.39,0.22,0.65,Better,Yes,12,1.22,
2019,California,San Mateo,Clostridioides difficile Infection (CDI),220000007,San Mateo Medical Center,Acute Care Hospital,"Community, <125 Beds",10,6.46,12744,1.55,0.79,2.76,Same,No,12,0.62,
2019,California,San Mateo,Clostridioides difficile Infection (CDI),220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",7,11.98,22670,0.58,0.26,1.16,Same,Yes,12,1.1,
2019,California,San Mateo,Clostridioides difficile Infection (CDI),220000026,Seton Medical Center,Acute Care Hospital,Major Teaching,11,20.36,38477,0.54,0.28,0.94,Better,Yes,12,2,
2019,California,Santa Barbara,Clostridioides difficile Infection (CDI),050000017,Goleta Valley Cottage Hospital,Acute Care Hospital,"Community, <125 Beds",0,1.27,4087,0,0,2.36,Same,Yes,12,0,
2019,California,Santa Barbara,Clostridioides difficile Infection (CDI),050000018,Lompoc Valley Medical Center,Acute Care Hospital,"Community, <125 Beds",4,2.31,6678,1.73,0.55,4.17,Same,No,12,1.14,
