Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On_Track_Toward_2020_Goal (0.82, 2018)",Months,SIR_2015,Notes
2018,California,Clostridioides difficile Infection (CDI),030000134,Sutter Roseville Medical Center,Placer,Acute Care Hospital,Community (>250 Beds),16,56.34,75758,0.28,0.17,0.45,Better,Yes,12,1.21,
2018,California,Clostridioides difficile Infection (CDI),030000134,"Sutter Roseville Medical Center, Rehabilitation Unit",Placer,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,6.01,14249,0.33,0.06,1.10,Same,Yes,12,1.93,
2018,California,Clostridioides difficile Infection (CDI),230000004,"Eastern Plumas Hospital, Portola Campus",Plumas,Critical Access Hospital,Critical Access,0,0.19,858,,,,,,12,,
2018,California,Clostridioides difficile Infection (CDI),230000015,Plumas District Hospital,Plumas,Critical Access Hospital,Critical Access,0,0.68,2001,0.00,0.00,5.40,Same,Yes,12,0,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),230000017,Seneca District Hospital,Plumas,Critical Access Hospital,Critical Access,0,0.16,718,,,,,,12,,
2018,California,Clostridioides difficile Infection (CDI),250000006,Corona Regional Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),18,23.57,28006,0.76,0.47,1.18,Same,Yes,12,1.29,
2018,California,Clostridioides difficile Infection (CDI),250000008,Desert Regional Medical Center,Riverside,Acute Care Hospital,Community (>250 Beds),34,52.49,75802,0.65,0.46,0.90,Better,Yes,12,1.2,
2018,California,Clostridioides difficile Infection (CDI),250000008,"Desert Regional Medical Center, Rehabilitation Unit",Riverside,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,1.65,2628,1.21,0.20,4.00,Same,No,12,0,
2018,California,Clostridioides difficile Infection (CDI),250000011,Eisenhower Medical Center,Riverside,Acute Care Hospital,Major Teaching,59,58.25,72231,1.01,0.78,1.30,Same,No,12,0.96,
2018,California,Clostridioides difficile Infection (CDI),250000011,"Eisenhower Medical Center, Rehabilitation Unit",Riverside,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,1.13,2597,1.77,0.30,5.85,Same,No,6,1.62,
2018,California,Clostridioides difficile Infection (CDI),250000012,Hemet Valley Medical Center,Riverside,Acute Care Hospital,Major Teaching,10,18.77,41793,0.53,0.27,0.95,Better,Yes,12,1.32,
2018,California,Clostridioides difficile Infection (CDI),250000017,John F. Kennedy Memorial Hospital,Riverside,Acute Care Hospital,Community (125-250 Beds),6,12.04,17102,0.50,0.20,1.04,Same,Yes,12,0.62,
2018,California,Clostridioides difficile Infection (CDI),630011959,"Kaiser Foundation Hospital, Moreno Valley",Riverside,Acute Care Hospital,Community (<125 Beds),9,10.13,16421,0.89,0.43,1.63,Same,No,12,1.48,
2018,California,Clostridioides difficile Infection (CDI),250000707,"Kaiser Foundation Hospital, Riverside",Riverside,Acute Care Hospital,Major Teaching,33,27.22,42287,1.21,0.85,1.68,Same,No,12,1.28,
2018,California,Clostridioides difficile Infection (CDI),250000004,"Kindred Hospital, Riverside",Riverside,Long-term Acute Care Hospital,LTAC,23,16.43,11868,1.40,0.91,2.07,Same,No,12,0.97,
2018,California,Clostridioides difficile Infection (CDI),630012971,"Loma Linda University Medical Center, Murrieta",Riverside,Acute Care Hospital,Community (<125 Beds),14,22.14,33072,0.63,0.36,1.04,Same,Yes,12,0.57,
2018,California,Clostridioides difficile Infection (CDI),250000727,Menifee Valley Medical Center,Riverside,Acute Care Hospital,Community (<125 Beds),4,5.71,12580,0.70,0.22,1.69,Same,Yes,12,2.12,
2018,California,Clostridioides difficile Infection (CDI),250000042,Palo Verde Hospital,Riverside,Acute Care Hospital,Community (<125 Beds),0,0.60,2437,0.00,0.00,6.18,Same,Yes,12,0.65,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),250000044,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),8,13.50,26987,0.59,0.28,1.13,Same,Yes,12,1.73,
2018,California,Clostridioides difficile Infection (CDI),250000049,Riverside Community Hospital,Riverside,Acute Care Hospital,Major Teaching,68,77.30,105983,0.88,0.69,1.11,Same,No,12,1.68,
2018,California,Clostridioides difficile Infection (CDI),250000050,"Riverside University Health System, Medical Center",Riverside,Acute Care Hospital,Major Teaching,31,49.06,75651,0.63,0.44,0.89,Better,Yes,12,0.96,
2018,California,Clostridioides difficile Infection (CDI),250000101,San Gorgonio Memorial Hospital,Riverside,Acute Care Hospital,Community (<125 Beds),1,4.28,11963,0.23,0.01,1.15,Same,Yes,12,1.63,
2018,California,Clostridioides difficile Infection (CDI),250000507,"Southwest Healthcare System, Murrieta",Riverside,Acute Care Hospital,Community (<125 Beds),13,8.91,23648,1.46,0.81,2.43,Same,No,12,1.51,
2018,California,Clostridioides difficile Infection (CDI),250000344,"Southwest Healthcare System, Wildomar",Riverside,Acute Care Hospital,Community (<125 Beds),20,13.32,31218,1.50,0.94,2.28,Same,No,12,2.3,
2018,California,Clostridioides difficile Infection (CDI),630014442,Temecula Valley Hospital,Riverside,Acute Care Hospital,Community (125-250 Beds),16,25.68,36273,0.62,0.37,0.99,Better,Yes,12,1.07,
2018,California,Clostridioides difficile Infection (CDI),030000130,"Kaiser Foundation Hospital, Sacramento",Sacramento,Acute Care Hospital,Major Teaching,16,34.39,54552,0.47,0.28,0.74,Better,Yes,12,0.86,
2018,California,Clostridioides difficile Infection (CDI),030000133,"Kaiser Foundation Hospital, South Sacramento",Sacramento,Acute Care Hospital,Community (125-250 Beds),18,33.94,57933,0.53,0.32,0.82,Better,Yes,12,1.37,
2018,California,Clostridioides difficile Infection (CDI),030000124,Mercy General Hospital,Sacramento,Acute Care Hospital,Community (>250 Beds),18,39.40,61185,0.46,0.28,0.71,Better,Yes,12,1.32,
2018,California,Clostridioides difficile Infection (CDI),030000124,"Mercy General Hospital, Rehabilitation Unit",Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Unit,3,3.16,6126,0.95,0.24,2.58,Same,No,12,0.57,
2018,California,Clostridioides difficile Infection (CDI),030000901,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),7,11.66,23809,0.60,0.26,1.19,Same,Yes,12,1.36,
2018,California,Clostridioides difficile Infection (CDI),030000127,Mercy San Juan Medical Center,Sacramento,Acute Care Hospital,Major Teaching,49,68.13,87096,0.72,0.54,0.94,Better,Yes,12,1.02,
2018,California,Clostridioides difficile Infection (CDI),030000037,Methodist Hospital of Sacramento,Sacramento,Acute Care Hospital,Community (125-250 Beds),7,21.99,34074,0.32,0.14,0.63,Better,Yes,12,1.07,
2018,California,Clostridioides difficile Infection (CDI),030001506,Shriners Hospitals for Children Northern California,Sacramento,Acute Care Hospital,Pediatric,0,1.82,7562,0.00,0.00,1.65,Same,Yes,12,0,
2018,California,Clostridioides difficile Infection (CDI),030000151,"Sutter Medical Center, Sacramento",Sacramento,Acute Care Hospital,Major Teaching,36,84.69,124278,0.43,0.30,0.58,Better,Yes,12,0.84,
2018,California,Clostridioides difficile Infection (CDI),030000113,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,58,89.06,176639,0.65,0.50,0.84,Better,Yes,12,1.25,
2018,California,Clostridioides difficile Infection (CDI),030000113,"University of California Davis Medical Center, Rehabilitation Unit",Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,2.72,5803,0.74,0.12,2.43,Same,Yes,12,0,
2018,California,Clostridioides difficile Infection (CDI),030000907,Vibra Hospital of Sacramento,Sacramento,Long-term Acute Care Hospital,LTAC,13,17.75,15972,0.73,0.41,1.22,Same,Yes,12,1.39,
2018,California,Clostridioides difficile Infection (CDI),070000142,Hazel Hawkins Memorial Hospital,San Benito,Acute Care Hospital,Community (<125 Beds),3,3.42,5960,0.88,0.22,2.39,Same,No,12,0.61,
2018,California,Clostridioides difficile Infection (CDI),240000100,Arrowhead Regional Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,12,45.30,95604,0.27,0.14,0.45,Better,Yes,12,0.84,
2018,California,Clostridioides difficile Infection (CDI),240001218,Ballard Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,5,3.29,12986,1.52,0.56,3.37,Same,No,12,1.77,
2018,California,Clostridioides difficile Infection (CDI),240000001,Barstow Community Hospital,San Bernardino,Acute Care Hospital,Community (<125 Beds),3,1.59,6518,1.89,0.48,5.15,Same,No,12,0.61,
2018,California,Clostridioides difficile Infection (CDI),240000002,Bear Valley Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,0,0.21,641,0.00,0.00,17.79,Same,Yes,12,0,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),240000003,Chino Valley Medical Center,San Bernardino,Acute Care Hospital,Community (<125 Beds),4,9.53,15076,0.42,0.13,1.01,Same,Yes,12,0.52,
2018,California,Clostridioides difficile Infection (CDI),240000034,Colorado River Medical Center,San Bernardino,Critical Access Hospital,Critical Access,0,0.33,1493,0.00,0.00,11.19,Same,Yes,12,0,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),240000082,Community Hospital of San Bernardino,San Bernardino,Acute Care Hospital,Community (>250 Beds),9,14.17,20842,0.64,0.31,1.17,Same,Yes,12,1.12,
2018,California,Clostridioides difficile Infection (CDI),240001330,Desert Valley Hospital,San Bernardino,Acute Care Hospital,Community (125-250 Beds),9,35.50,38278,0.25,0.12,0.47,Better,Yes,12,0.88,
2018,California,Clostridioides difficile Infection (CDI),240000014,Hi-Desert Medical Center,San Bernardino,Acute Care Hospital,Community (<125 Beds),0,1.01,5094,0.00,0.00,2.97,Same,Yes,12,0,
2018,California,Clostridioides difficile Infection (CDI),240000024,"Kaiser Foundation Hospital, Fontana",San Bernardino,Acute Care Hospital,Major Teaching,44,53.79,84570,0.82,0.60,1.09,Same,Yes,12,1.4,
2018,California,Clostridioides difficile Infection (CDI),630013398,"Kaiser Foundation Hospital, Ontario",San Bernardino,Acute Care Hospital,Major Teaching,23,33.55,43486,0.69,0.45,1.01,Same,Yes,12,1.51,
2018,California,Clostridioides difficile Infection (CDI),240000040,"Kindred Hospital, Ontario",San Bernardino,Long-term Acute Care Hospital,LTAC,15,27.20,25504,0.55,0.32,0.89,Better,Yes,12,0.7,
2018,California,Clostridioides difficile Infection (CDI),240001515,"Kindred Hospital, Rancho",San Bernardino,Long-term Acute Care Hospital,LTAC,11,27.52,17841,0.40,0.21,0.70,Better,Yes,12,0.91,
2018,California,Clostridioides difficile Infection (CDI),630015551,Loma Linda University Children's Hospital,San Bernardino,Acute Care Hospital,Major Teaching,34,37.30,60691,0.91,0.64,1.26,Same,No,12,0.66,
2018,California,Clostridioides difficile Infection (CDI),240000027,Loma Linda University Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,62,75.48,102819,0.82,0.64,1.05,Same,Yes,12,1.48,
2018,California,Clostridioides difficile Infection (CDI),240000025,Loma Linda University Medical Center East Campus Hospital,San Bernardino,Acute Care Hospital,Major Teaching,7,7.74,14887,0.90,0.40,1.79,Same,No,12,2.27,
2018,California,Clostridioides difficile Infection (CDI),240000025,"Loma Linda University Medical Center East Campus Hospital, Rehabilitation Unit",San Bernardino,Rehabilitation Hospital or Unit,Rehabilitation Unit,15,6.83,16195,2.20,1.28,3.54,Worse,No,12,1.84,
2018,California,Clostridioides difficile Infection (CDI),630012294,Loma Linda University Surgical Hospital,San Bernardino,Acute Care Hospital,Major Teaching,4,1.06,4212,3.76,1.19,9.06,Worse,No,12,1.41,
2018,California,Clostridioides difficile Infection (CDI),240000009,Montclair Hospital Medical Center,San Bernardino,Acute Care Hospital,Community (<125 Beds),5,3.83,7811,1.30,0.48,2.89,Same,No,12,2.01,
2018,California,Clostridioides difficile Infection (CDI),240000052,Mountains Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,0,0.17,759,,,,,,12,0,
2018,California,Clostridioides difficile Infection (CDI),240000046,Redlands Community Hospital,San Bernardino,Acute Care Hospital,Community (125-250 Beds),9,18.40,39320,0.49,0.24,0.90,Better,Yes,12,1.97,
2018,California,Clostridioides difficile Infection (CDI),240000053,San Antonio Regional Hospital,San Bernardino,Acute Care Hospital,Community (>250 Beds),30,30.55,62863,0.98,0.68,1.38,Same,No,12,1.5,
2018,California,Clostridioides difficile Infection (CDI),240000103,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,39,53.10,63431,0.73,0.53,0.99,Better,Yes,12,1.12,
2018,California,Clostridioides difficile Infection (CDI),240000104,"St. Mary Medical Center, Apple Valley",San Bernardino,Acute Care Hospital,Major Teaching,25,41.10,61904,0.61,0.40,0.89,Better,Yes,12,0.44,
2018,California,Clostridioides difficile Infection (CDI),630012380,Totally Kids Rehabilitation Hospital,San Bernardino,Acute Care Hospital,Community (<125 Beds),0,0.37,2030,0.00,0.00,10.01,Same,Yes,12,,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),240000054,Victor Valley Global Medical Center,San Bernardino,Acute Care Hospital,Community (<125 Beds),0,3.00,7758,0.00,0.00,1.00,Better,Yes,9,1.87,¶ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),090000013,Alvarado Hospital Medical Center,San Diego,Acute Care Hospital,Community (125-250 Beds),10,11.73,24232,0.85,0.43,1.52,Same,No,12,1.87,"* Hospitals reported combined data, see Data Dictionary"
2018,California,Clostridioides difficile Infection (CDI),090000013,"Alvarado Hospital Medical Center, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.42,899,0.00,0.00,8.82,Same,Yes,6,0,"¥ See Data Dictionary; * Hospitals reported combined data, see Data Dictionary"
2018,California,Clostridioides difficile Infection (CDI),080000045,Grossmont Hospital,San Diego,Acute Care Hospital,Major Teaching,37,82.26,120732,0.45,0.32,0.61,Better,Yes,12,1.44,
2018,California,Clostridioides difficile Infection (CDI),080000045,"Grossmont Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.74,3551,0.00,0.00,1.72,Same,Yes,12,1.03,
2018,California,Clostridioides difficile Infection (CDI),080000144,Kaiser Foundation Hospital Zion Medical Center,San Diego,Acute Care Hospital,Major Teaching,42,31.41,43169,1.34,0.98,1.79,Same,No,12,1.32,
2018,California,Clostridioides difficile Infection (CDI),630017096,"Kaiser Foundation Hospital, San Diego",San Diego,Acute Care Hospital,Major Teaching,38,37.93,59770,1.00,0.72,1.36,Same,No,12,,
2018,California,Clostridioides difficile Infection (CDI),090000048,"Kindred Hospital, San Diego",San Diego,Long-term Acute Care Hospital,LTAC,13,27.54,21096,0.47,0.26,0.79,Better,Yes,12,1.65,
2018,California,Clostridioides difficile Infection (CDI),080000142,Palomar Health Downtown Campus,San Diego,Acute Care Hospital,Community (<125 Beds),0,0.00,0,,,,,,12,0,
2018,California,Clostridioides difficile Infection (CDI),080000142,"Palomar Health Downtown Campus, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.18,6912,0.46,0.02,2.27,Same,Yes,12,2.63,
2018,California,Clostridioides difficile Infection (CDI),630013873,Palomar Medical Center,San Diego,Acute Care Hospital,Community (>250 Beds),27,40.02,87304,0.68,0.45,0.97,Better,Yes,12,1.23,
2018,California,Clostridioides difficile Infection (CDI),090000145,Paradise Valley Hospital,San Diego,Acute Care Hospital,Community (>250 Beds),7,7.72,18272,0.91,0.40,1.80,Same,No,12,0.52,
2018,California,Clostridioides difficile Infection (CDI),090000145,"Paradise Valley Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.99,2317,1.01,0.03,5.63,Same,No,12,0.9,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),080000147,Pomerado Hospital,San Diego,Acute Care Hospital,Community (<125 Beds),2,7.98,21010,0.25,0.04,0.83,Better,Yes,12,1.8,
2018,California,Clostridioides difficile Infection (CDI),080000023,"Rady Children's Hospital, San Diego",San Diego,Acute Care Hospital,Pediatric,13,19.94,64386,0.65,0.36,1.09,Same,Yes,12,1.56,
2018,California,Clostridioides difficile Infection (CDI),080000022,Scripps Green Hospital,San Diego,Acute Care Hospital,Community (125-250 Beds),16,21.24,31650,0.75,0.45,1.20,Same,Yes,12,1.82,
2018,California,Clostridioides difficile Infection (CDI),080000150,"Scripps Memorial Hospital, Encinitas",San Diego,Acute Care Hospital,Community (125-250 Beds),8,26.43,45867,0.30,0.14,0.58,Better,Yes,12,1.01,
2018,California,Clostridioides difficile Infection (CDI),080000150,"Scripps Memorial Hospital, Encinitas, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.99,5804,0.00,0.00,1.00,Same,Yes,12,1.13,
2018,California,Clostridioides difficile Infection (CDI),080000149,"Scripps Memorial Hospital, La Jolla",San Diego,Acute Care Hospital,Community (>250 Beds),38,57.18,87146,0.67,0.48,0.90,Better,Yes,12,1.32,
2018,California,Clostridioides difficile Infection (CDI),090000025,Scripps Mercy Hospital,San Diego,Acute Care Hospital,Major Teaching,13,66.42,91200,0.20,0.11,0.33,Better,Yes,12,1.22,
2018,California,Clostridioides difficile Infection (CDI),090000016,Scripps Mercy Hospital Chula Vista,San Diego,Acute Care Hospital,Community (125-250 Beds),6,20.95,35715,0.29,0.12,0.60,Better,Yes,12,1.48,
2018,California,Clostridioides difficile Infection (CDI),090000021,Sharp Chula Vista Medical Center,San Diego,Acute Care Hospital,Community (125-250 Beds),30,47.01,69305,0.64,0.44,0.90,Better,Yes,12,1.45,
2018,California,Clostridioides difficile Infection (CDI),090000033,Sharp Coronado Hospital and Healthcare Center,San Diego,Acute Care Hospital,Major Teaching,1,3.03,6658,0.33,0.02,1.63,Same,Yes,12,1.04,
2018,California,Clostridioides difficile Infection (CDI),080001470,Sharp Mary Birch Hospital For Women And Newborns,San Diego,Acute Care Hospital,Major Teaching,0,10.54,30615,0.00,0.00,0.28,Better,Yes,12,0.09,
2018,California,Clostridioides difficile Infection (CDI),080000036,Sharp Memorial Hospital,San Diego,Acute Care Hospital,Major Teaching,52,71.79,99210,0.72,0.55,0.94,Better,Yes,12,1.07,
2018,California,Clostridioides difficile Infection (CDI),080000036,"Sharp Memorial Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.99,1918,0.00,0.00,3.73,Same,Yes,3,,¥ See Data Dictionary; **Data are presented as reported by facility
2018,California,Clostridioides difficile Infection (CDI),080000036,"Sharp Memorial Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.57,4979,0.00,0.00,1.17,Same,Yes,9,,** Data are presented as reported by facility
2018,California,Clostridioides difficile Infection (CDI),080000152,Tri-City Medical Center,San Diego,Acute Care Hospital,Community (>250 Beds),47,43.60,59848,1.08,0.80,1.42,Same,No,12,0.91,
2018,California,Clostridioides difficile Infection (CDI),080000152,"Tri-City Medical Center, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,1.13,2123,0.89,0.04,4.37,Same,No,12,0,
2018,California,Clostridioides difficile Infection (CDI),090000154,UC San Diego Health Hillcrest,San Diego,Acute Care Hospital,Major Teaching,48,66.32,66490,0.72,0.54,0.95,Better,Yes,12,,
2018,California,Clostridioides difficile Infection (CDI),090001116,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,108,87.95,118563,1.23,1.01,1.48,Worse,No,12,1.78,
2018,California,Clostridioides difficile Infection (CDI),090000977,Vibra Hospital of San Diego,San Diego,Long-term Acute Care Hospital,LTAC,16,31.47,22266,0.51,0.30,0.81,Better,Yes,12,0.92,
2018,California,Clostridioides difficile Infection (CDI),220000002,"California Pacific Medical Center, California West Campus Hospital",San Francisco,Acute Care Hospital,Major Teaching,1,11.14,19228,0.09,0.00,0.44,Better,Yes,12,0.16,
2018,California,Clostridioides difficile Infection (CDI),220000023,"California Pacific Medical Center, Davies Campus Hospital",San Francisco,Acute Care Hospital,Major Teaching,10,11.30,18356,0.89,0.45,1.58,Same,No,12,1.83,
2018,California,Clostridioides difficile Infection (CDI),220000023,"California Pacific Medical Center, Davies Campus Hospital, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,3,4.88,9454,0.62,0.16,1.67,Same,Yes,12,0.24,
2018,California,Clostridioides difficile Infection (CDI),220000018,"California Pacific Medical Center, Mission Bernal Campus",San Francisco,Acute Care Hospital,Major Teaching,5,9.82,17382,0.51,0.19,1.13,Same,Yes,12,0.7,
2018,California,Clostridioides difficile Infection (CDI),220000022,"California Pacific Medical Center, Pacific Campus Hospital",San Francisco,Acute Care Hospital,Major Teaching,56,57.39,73172,0.98,0.74,1.26,Same,No,12,1.9,
2018,California,Clostridioides difficile Infection (CDI),220000003,Chinese Hospital,San Francisco,Acute Care Hospital,Community (<125 Beds),5,2.07,5428,2.41,0.88,5.35,Same,No,12,1.02,
2018,California,Clostridioides difficile Infection (CDI),220000008,"Kaiser Foundation Hospital, San Francisco",San Francisco,Acute Care Hospital,Major Teaching,22,35.97,57592,0.61,0.39,0.91,Better,Yes,12,0.83,
2018,California,Clostridioides difficile Infection (CDI),630016625,Kentfield Hospital San Francisco,San Francisco,Long-term Acute Care Hospital,LTAC,11,11.15,11981,0.99,0.52,1.72,Same,No,12,,
2018,California,Clostridioides difficile Infection (CDI),220000012,Laguna Honda Hospital & Rehabilitation Center,San Francisco,Acute Care Hospital,Community (<125 Beds),0,0.02,84,,,,,,12,,
2018,California,Clostridioides difficile Infection (CDI),220000012,"Laguna Honda Hospital & Rehabilitation Center, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.24,450,0.00,0.00,15.41,Same,Yes,12,0,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),220000029,Saint Francis Memorial Hospital,San Francisco,Acute Care Hospital,Community (125-250 Beds),4,12.45,19148,0.32,0.10,0.78,Better,Yes,12,1.04,
2018,California,Clostridioides difficile Infection (CDI),220000029,"Saint Francis Memorial Hospital, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.79,4448,0.36,0.02,1.77,Same,Yes,12,1.81,
2018,California,Clostridioides difficile Infection (CDI),220000030,St. Mary's Medical Center,San Francisco,Acute Care Hospital,Community (125-250 Beds),7,11.84,19542,0.59,0.26,1.17,Same,Yes,12,0.83,
2018,California,Clostridioides difficile Infection (CDI),220000030,"St. Mary's Medical Center, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.62,4927,0.38,0.02,1.88,Same,Yes,12,0.4,
2018,California,Clostridioides difficile Infection (CDI),220000031,UCSF Medical Center,San Francisco,Acute Care Hospital,Major Teaching,141,110.47,151888,1.28,1.08,1.50,Worse,No,12,1.53,"* Hospitals reported combined data, see Data Dictionary"
2018,California,Clostridioides difficile Infection (CDI),630015778,UCSF Medical Center at Mission Bay,San Francisco,Acute Care Hospital,Major Teaching,38,44.62,68372,0.85,0.61,1.16,Same,No,12,,
2018,California,Clostridioides difficile Infection (CDI),220000019,Zuckerberg San Francisco General Hospital and Trauma Center,San Francisco,Acute Care Hospital,Major Teaching,53,91.08,95676,0.58,0.44,0.76,Better,Yes,12,0.51,
2018,California,Clostridioides difficile Infection (CDI),030000139,Adventist Health Lodi Memorial,San Joaquin,Acute Care Hospital,Community (125-250 Beds),6,17.52,32696,0.34,0.14,0.71,Better,Yes,12,1.11,
2018,California,Clostridioides difficile Infection (CDI),030000139,"Adventist Health Lodi Memorial, Rehabilitation Unit",San Joaquin,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.04,1960,0.00,0.00,2.87,Same,Yes,12,0,
2018,California,Clostridioides difficile Infection (CDI),030000117,Dameron Hospital,San Joaquin,Acute Care Hospital,Community (125-250 Beds),3,7.53,16870,0.40,0.10,1.09,Same,Yes,12,1.58,
2018,California,Clostridioides difficile Infection (CDI),030000118,Doctors Hospital of Manteca,San Joaquin,Acute Care Hospital,Community (<125 Beds),3,5.86,13998,0.51,0.13,1.39,Same,Yes,12,1.02,
2018,California,Clostridioides difficile Infection (CDI),030000973,"Kaiser Foundation Hospital, Manteca",San Joaquin,Acute Care Hospital,Community (<125 Beds),1,3.33,6364,0.30,0.02,1.48,Same,Yes,12,,
2018,California,Clostridioides difficile Infection (CDI),030000135,San Joaquin General Hospital,San Joaquin,Acute Care Hospital,Community (125-250 Beds),3,17.88,41577,0.17,0.04,0.46,Better,Yes,12,1.05,
2018,California,Clostridioides difficile Infection (CDI),030000143,St. Joseph's Medical Center Of Stockton,San Joaquin,Acute Care Hospital,Community (>250 Beds),42,59.09,79369,0.71,0.52,0.95,Better,Yes,12,1.17,
2018,California,Clostridioides difficile Infection (CDI),030000141,Sutter Tracy Community Hospital,San Joaquin,Acute Care Hospital,Community (<125 Beds),0,5.33,12457,0.00,0.00,0.56,Better,Yes,12,2.83,
2018,California,Clostridioides difficile Infection (CDI),050000016,French Hospital Medical Center,San Luis Obispo,Acute Care Hospital,Community (<125 Beds),5,9.28,17658,0.54,0.20,1.19,Same,Yes,12,0.81,
2018,California,Clostridioides difficile Infection (CDI),050000009,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,Acute Care Hospital,Community (<125 Beds),2,4.12,8318,0.49,0.08,1.61,Same,Yes,12,1.69,
2018,California,Clostridioides difficile Infection (CDI),050000009,"Marian Regional Medical Center, Arroyo Grande, Rehabilitation Unit",San Luis Obispo,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,3.14,6092,0.32,0.02,1.57,Same,Yes,12,2.41,
2018,California,Clostridioides difficile Infection (CDI),050000031,Sierra Vista Regional Medical Center,San Luis Obispo,Acute Care Hospital,Community (125-250 Beds),8,13.97,20958,0.57,0.27,1.09,Same,Yes,12,0.76,
2018,California,Clostridioides difficile Infection (CDI),050000037,Twin Cities Community Hospital,San Luis Obispo,Acute Care Hospital,Community (<125 Beds),5,11.76,16774,0.43,0.16,0.94,Better,Yes,12,0.57,
2018,California,Clostridioides difficile Infection (CDI),220000010,"Kaiser Foundation Hospital, Redwood City",San Mateo,Acute Care Hospital,Community (125-250 Beds),0,14.64,28160,0.00,0.00,0.21,Better,Yes,12,1.31,
2018,California,Clostridioides difficile Infection (CDI),220000009,"Kaiser Foundation Hospital, South San Francisco",San Mateo,Acute Care Hospital,Community (<125 Beds),3,12.02,22216,0.25,0.06,0.68,Better,Yes,12,1.83,
2018,California,Clostridioides difficile Infection (CDI),220000716,Menlo Park Surgical Hospital,San Mateo,Acute Care Hospital,Community (<125 Beds),0,0.09,480,,,,,,12,,
2018,California,Clostridioides difficile Infection (CDI),220000017,Mills-Peninsula Medical Center,San Mateo,Acute Care Hospital,Community (125-250 Beds),23,30.39,48954,0.76,0.49,1.12,Same,Yes,12,1.22,
2018,California,Clostridioides difficile Infection (CDI),220000007,San Mateo Medical Center,San Mateo,Acute Care Hospital,Community (<125 Beds),6,8.62,15163,0.70,0.28,1.45,Same,Yes,12,0.62,
2018,California,Clostridioides difficile Infection (CDI),220000025,Sequoia Hospital,San Mateo,Acute Care Hospital,Community (125-250 Beds),8,13.47,22108,0.59,0.28,1.13,Same,Yes,12,1.1,
2018,California,Clostridioides difficile Infection (CDI),220000026,Seton Medical Center,San Mateo,Acute Care Hospital,Major Teaching,6,10.30,25005,0.58,0.24,1.21,Same,Yes,12,2,"* Hospitals reported combined data, see Data Dictionary"
