Year,State,County,HAI,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Months,Notes
2021,California,Riverside,Clostridioides difficile Infection (CDI),630019237,Encompass Health Rehabilitation Hospital of Murrieta,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,1,4.52,10906,0.22,0.01,1.09,Same,Yes,,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000012,Hemet Global Medical Center,Acute Care Hospital,Major Teaching,9,21.67,37445,0.42,0.2,0.76,Better,Yes,1.32,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000017,John F. Kennedy Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",4,9.88,19978,0.41,0.13,0.98,Better,Yes,0.62,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,9,11.37,21274,0.79,0.39,1.45,Same,No,1.48,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,11,28.48,47596,0.39,0.2,0.67,Better,Yes,1.28,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000004,"Kindred Hospital, Riverside",Long-Term Acute Care Hospital,Long-Term Acute Care,16,15.1,13104,1.06,0.63,1.68,Same,No,0.97,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,Major Teaching,13,22.56,41833,0.58,0.32,0.96,Better,Yes,0.57,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",1,8.67,17506,0.12,0.01,0.57,Better,Yes,2.12,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000042,Palo Verde Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.36,1487,0,0,10.206,Same,Yes,0.65,12,¥ See Data Dictionary
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,36,60.03,126033,0.6,0.43,0.82,Better,Yes,1.68,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,32,57.68,83646,0.56,0.39,0.77,Better,Yes,0.96,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,6,7.05,12091,0.85,0.35,1.77,Same,No,1.63,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",15,14.76,30424,1.02,0.59,1.64,Same,No,1.51,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",21,17.37,37539,1.21,0.77,1.82,Same,No,2.3,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",13,21.07,45581,0.62,0.34,1.03,Same,Yes,1.07,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),630017654,Vibra Rehabilitation Hospital of Rancho Mirage,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,2.81,10190,0,0,1.07,Same,Yes,,12,
2021,California,Sacramento,Clostridioides difficile Infection (CDI),030000130,"Kaiser Foundation Hospital, Sacramento",Acute Care Hospital,Major Teaching,5,38.46,60778,0.13,0.05,0.29,Better,Yes,0.86,12,
2021,California,Sacramento,Clostridioides difficile Infection (CDI),030000133,"Kaiser Foundation Hospital, South Sacramento",Acute Care Hospital,Major Teaching,28,44.93,71120,0.62,0.42,0.89,Better,Yes,1.37,12,
2021,California,Sacramento,Clostridioides difficile Infection (CDI),030000124,Mercy General Hospital,Acute Care Hospital,Major Teaching,9,41.75,61421,0.22,0.11,0.4,Better,Yes,1.32,12,
2021,California,Sacramento,Clostridioides difficile Infection (CDI),030000124,Mercy General Hospital,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,3.25,6289,0.62,0.1,2.04,Same,Yes,0.57,12,
2021,California,Sacramento,Clostridioides difficile Infection (CDI),030000901,Mercy Hospital of Folsom,Acute Care Hospital,"Community, <125 Beds",6,14.52,28063,0.41,0.17,0.86,Better,Yes,1.36,12,
2021,California,Sacramento,Clostridioides difficile Infection (CDI),030000127,Mercy San Juan Medical Center,Acute Care Hospital,Major Teaching,17,57.52,87213,0.3,0.18,0.46,Better,Yes,1.02,12,
2021,California,Sacramento,Clostridioides difficile Infection (CDI),030000037,Methodist Hospital of Sacramento,Acute Care Hospital,"Community, 125-250 Beds",1,16.15,26789,0.06,0,0.31,Better,Yes,1.07,12,
2021,California,Sacramento,Clostridioides difficile Infection (CDI),030001506,Shriners Hospitals for Children Northern California,Acute Care Hospital,Pediatric,0,1.72,7154,0,0,1.74,Same,Yes,0,12,
2021,California,Sacramento,Clostridioides difficile Infection (CDI),030000151,"Sutter Medical Center, Sacramento",Acute Care Hospital,Major Teaching,23,62.63,122758,0.37,0.24,0.54,Better,Yes,0.84,12,
2021,California,Sacramento,Clostridioides difficile Infection (CDI),030000113,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,52,97.67,191399,0.53,0.4,0.69,Better,Yes,1.25,12,
2021,California,Sacramento,Clostridioides difficile Infection (CDI),030000113,University of California Davis Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,2.98,6362,0.67,0.11,2.22,Same,Yes,0,12,
2021,California,Sacramento,Clostridioides difficile Infection (CDI),030000907,Vibra Hospital of Sacramento,Long-Term Acute Care Hospital,Long-Term Acute Care,10,18.81,17631,0.53,0.27,0.95,Better,Yes,1.39,12,
2021,California,San Benito,Clostridioides difficile Infection (CDI),070000142,Hazel Hawkins Memorial Hospital,Critical Access Hospital,Critical Access,6,3.31,7286,1.81,0.74,3.77,Same,No,0.61,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000100,Arrowhead Regional Medical Center,Acute Care Hospital,Major Teaching,19,45.45,97592,0.42,0.26,0.64,Better,Yes,0.84,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240001218,Ballard Rehabilitation Hospital,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,3,4.99,12770,0.6,0.15,1.64,Same,Yes,1.77,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000001,Barstow Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,3.01,12375,0,0,0.99,Better,Yes,0.61,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000002,Bear Valley Community Hospital,Critical Access Hospital,Critical Access,0,0.22,1007,0,0,16.587,Same,Yes,0,12,¥ See Data Dictionary
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000003,Chino Valley Medical Center,Acute Care Hospital,"Community, <125 Beds",10,10.79,18324,0.93,0.47,1.65,Same,No,0.52,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000034,Colorado River Medical Center,Critical Access Hospital,Critical Access,0,0.16,745,,,,,,0,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000082,Community Hospital of San Bernardino,Acute Care Hospital,"Community, >250 Beds",4,17.01,28692,0.24,0.08,0.57,Better,Yes,1.12,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240001330,Desert Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",16,26.43,41077,0.61,0.36,0.96,Better,Yes,0.88,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000014,Hi-Desert Medical Center,Acute Care Hospital,"Community, <125 Beds",0,1.19,5567,0,0,2.52,Same,Yes,0,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,54,61.78,84390,0.87,0.66,1.13,Same,No,1.4,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,7,36.29,46959,0.19,0.08,0.38,Better,Yes,1.51,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000040,"Kindred Hospital, Ontario",Long-Term Acute Care Hospital,Long-Term Acute Care,6,25.88,26371,0.23,0.09,0.48,Better,Yes,0.7,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240001515,"Kindred Hospital, Rancho",Long-Term Acute Care Hospital,Long-Term Acute Care,2,20.41,18409,0.1,0.02,0.32,Better,Yes,0.91,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),630015551,Loma Linda University Children's Hospital,Acute Care Hospital,Major Teaching,10,35.94,57398,0.28,0.14,0.5,Better,Yes,0.66,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000027,Loma Linda University Medical Center,Acute Care Hospital,Major Teaching,45,74.97,109546,0.6,0.44,0.8,Better,Yes,1.48,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000025,Loma Linda University Medical Center East Campus Hospital,Acute Care Hospital,Major Teaching,6,8.58,19933,0.7,0.28,1.45,Same,Yes,2.27,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000025,Loma Linda University Medical Center East Campus Hospital,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,9.15,14572,0.22,0.04,0.72,Better,Yes,1.84,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,0,0.99,4397,0,0,3.731,Same,Yes,1.41,12,¥ See Data Dictionary
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000009,Montclair Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",6,4.16,10133,1.44,0.59,3,Same,No,2.01,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000052,Mountains Community Hospital,Critical Access Hospital,Critical Access,0,0.24,1077,0,0,15.508,Same,Yes,0,12,¥ See Data Dictionary
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000104,"Providence St. Mary Medical Center, Apple Valley",Acute Care Hospital,Major Teaching,9,38.66,61226,0.23,0.11,0.43,Better,Yes,0.44,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000046,Redlands Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",11,20.34,39040,0.54,0.28,0.94,Better,Yes,1.97,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000053,San Antonio Regional Hospital,Acute Care Hospital,"Community, >250 Beds",24,47.24,70572,0.51,0.33,0.74,Better,Yes,1.5,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000103,St. Bernardine Medical Center,Acute Care Hospital,Major Teaching,12,32.32,70367,0.37,0.2,0.63,Better,Yes,1.12,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),630012380,Totally Kids Rehabilitation Hospital,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,1.36,2919,0,0,2.21,Same,Yes,,12,
2021,California,San Bernardino,Clostridioides difficile Infection (CDI),240000054,Victor Valley Global Medical Center,Acute Care Hospital,"Community, <125 Beds",0,7.26,20826,0,0,0.41,Better,Yes,1.87,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),090000013,Alvarado Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",35,11.67,22995,3,2.12,4.13,Worse,No,1.87,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,35,68.54,122407,0.51,0.36,0.7,Better,Yes,1.44,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080000045,Grossmont Hospital,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.73,4488,0,0,1.73,Same,Yes,1.03,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),630017096,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,22,38.28,59739,0.58,0.37,0.86,Better,Yes,,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,35,32.56,44387,1.08,0.76,1.48,Same,No,1.32,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),090000048,"Kindred Hospital, San Diego",Long-Term Acute Care Hospital,Long-Term Acute Care,9,22.3,18269,0.4,0.2,0.74,Better,Yes,1.65,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",15,39.88,88420,0.38,0.22,0.61,Better,Yes,1.23,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",2,7.68,18913,0.26,0.04,0.86,Better,Yes,1.8,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080000147,Palomar Medical Center Poway,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.35,1073,0,0,10.584,Same,Yes,,3,¥ See Data Dictionary
2021,California,San Diego,Clostridioides difficile Infection (CDI),090000145,Paradise Valley Hospital,Acute Care Hospital,"Community, >250 Beds",3,9.23,23980,0.33,0.08,0.88,Better,Yes,0.52,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),090000145,Paradise Valley Hospital,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.8,5715,0,0,1.66,Same,Yes,0.9,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,12,18.72,60829,0.64,0.35,1.09,Same,Yes,1.56,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",19,22.51,33490,0.84,0.52,1.29,Same,No,1.82,11,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080000150,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",15,29.17,52454,0.51,0.3,0.83,Better,Yes,1.01,11,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",40,69.87,96577,0.57,0.42,0.77,Better,Yes,1.32,11,
2021,California,San Diego,Clostridioides difficile Infection (CDI),090000025,Scripps Mercy Hospital,Acute Care Hospital,Major Teaching,14,59,91135,0.24,0.14,0.39,Better,Yes,1.22,11,
2021,California,San Diego,Clostridioides difficile Infection (CDI),090000016,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",2,22.92,38651,0.09,0.02,0.29,Better,Yes,1.48,11,
2021,California,San Diego,Clostridioides difficile Infection (CDI),090000977,Select Specialty Hospital - San Diego,Long-Term Acute Care Hospital,Long-Term Acute Care,1,30.15,26162,0.03,0,0.16,Better,Yes,0.92,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),090000021,Sharp Chula Vista Medical Center,Acute Care Hospital,"Community, >250 Beds",19,48.45,88567,0.39,0.24,0.6,Better,Yes,1.45,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),090000033,Sharp Coronado Hospital and Healthcare Center,Acute Care Hospital,Major Teaching,8,6.87,12530,1.16,0.54,2.21,Same,No,1.04,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080001470,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,0,8.5,32793,0,0,0.35,Better,Yes,0.09,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,31,58.96,106114,0.53,0.36,0.74,Better,Yes,1.07,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080000036,Sharp Memorial Hospital,Rehabilitation Hospital or Unit,Rehabilitation Unit,6,2.89,7511,2.07,0.84,4.31,Same,No,,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080000152,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",33,37.43,53973,0.88,0.62,1.22,Same,No,0.91,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),080000152,Tri-City Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,3,1.1,2608,2.73,0.69,7.42,Same,No,0,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),090000154,UC San Diego Health Hillcrest,Acute Care Hospital,Major Teaching,49,58.25,81787,0.84,0.63,1.1,Same,No,,12,
2021,California,San Diego,Clostridioides difficile Infection (CDI),090001116,UC San Diego Health La Jolla,Acute Care Hospital,Major Teaching,78,87.56,126472,0.89,0.71,1.11,Same,No,1.78,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000023,"California Pacific Medical Center, Davies Campus Hospital",Acute Care Hospital,Major Teaching,10,6.73,14449,1.49,0.76,2.65,Same,No,1.83,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000023,"California Pacific Medical Center, Davies Campus Hospital",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,3.41,8856,0,0,0.88,Better,Yes,0.24,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000018,"California Pacific Medical Center, Mission Bernal Campus",Acute Care Hospital,Major Teaching,9,16.1,21915,0.56,0.27,1.03,Same,Yes,,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000022,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,68,68.4,70507,0.99,0.78,1.25,Same,No,,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000003,Chinese Hospital,Acute Care Hospital,"Community, <125 Beds",2,2.87,6309,0.7,0.12,2.3,Same,Yes,1.02,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000008,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,28,37.58,60158,0.75,0.51,1.06,Same,No,0.83,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),630016625,Kentfield Hospital San Francisco,Long-Term Acute Care Hospital,Long-Term Acute Care,14,11.05,9910,1.27,0.72,2.08,Same,No,,9,"Incomplete Reporter, interpret with caution"
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000012,Laguna Honda Hospital & Rehabilitation Center,Acute Care Hospital,"Community, <125 Beds",0,0.25,1129,0,0,14.628,Same,Yes,,12,¥ See Data Dictionary
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000012,Laguna Honda Hospital & Rehabilitation Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.24,464,0,0,15.407,Same,Yes,0,12,¥ See Data Dictionary
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",4,8.06,15600,0.5,0.16,1.2,Same,Yes,1.04,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000029,Saint Francis Memorial Hospital,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.05,4176,0,0,1.46,Same,Yes,1.81,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000030,St. Mary's Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,12.21,17543,0.16,0.03,0.54,Better,Yes,0.83,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000030,St. Mary's Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.29,3063,0,0,2.32,Same,Yes,0.4,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,79,77.3,157055,1.02,0.82,1.27,Same,No,1.53,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),630015778,UCSF Medical Center at Mission Bay,Acute Care Hospital,Major Teaching,22,28.57,65660,0.77,0.5,1.15,Same,No,,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000015,UCSF Medical Center at Mount Zion,Acute Care Hospital,Major Teaching,0,2.67,9506,0,0,1.12,Same,Yes,,12,
2021,California,San Francisco,Clostridioides difficile Infection (CDI),220000019,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,65,59.83,85221,1.09,0.85,1.38,Same,No,0.51,12,
2021,California,San Joaquin,Clostridioides difficile Infection (CDI),030000139,Adventist Health Lodi Memorial,Acute Care Hospital,"Community, 125-250 Beds",1,11.48,28869,0.09,0,0.43,Better,Yes,1.11,12,
2021,California,San Joaquin,Clostridioides difficile Infection (CDI),030000139,Adventist Health Lodi Memorial,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.8,2065,0,0,4.636,Same,Yes,0,12,¥ See Data Dictionary
2021,California,San Joaquin,Clostridioides difficile Infection (CDI),030000117,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",8,10.32,14253,0.78,0.36,1.47,Same,No,1.58,12,
2021,California,San Joaquin,Clostridioides difficile Infection (CDI),030000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",1,5.18,15677,0.19,0.01,0.95,Better,Yes,1.02,12,
2021,California,San Joaquin,Clostridioides difficile Infection (CDI),030000973,"Kaiser Foundation Hospital, Manteca",Acute Care Hospital,"Community, <125 Beds",2,4.75,10174,0.42,0.07,1.39,Same,Yes,,12,
2021,California,San Joaquin,Clostridioides difficile Infection (CDI),030000135,San Joaquin General Hospital,Acute Care Hospital,Major Teaching,9,22.84,53824,0.39,0.19,0.72,Better,Yes,1.05,12,
2021,California,San Joaquin,Clostridioides difficile Infection (CDI),030000143,St. Joseph's Medical Center Of Stockton,Acute Care Hospital,"Community, >250 Beds",14,40.47,88067,0.35,0.2,0.57,Better,Yes,1.17,12,
2021,California,San Joaquin,Clostridioides difficile Infection (CDI),030000141,Sutter Tracy Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,5.39,13690,0,0,0.56,Better,Yes,2.83,12,
2021,California,San Luis Obispo,Clostridioides difficile Infection (CDI),050000016,French Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",6,10.12,19124,0.59,0.24,1.23,Same,Yes,0.81,12,
2021,California,San Luis Obispo,Clostridioides difficile Infection (CDI),050000009,"Marian Regional Medical Center, Arroyo Grande",Acute Care Hospital,"Community, <125 Beds",0,3.55,7230,0,0,0.84,Better,Yes,1.69,12,
2021,California,San Luis Obispo,Clostridioides difficile Infection (CDI),050000009,"Marian Regional Medical Center, Arroyo Grande",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.92,6681,0.34,0.02,1.69,Same,Yes,2.41,12,
2021,California,San Luis Obispo,Clostridioides difficile Infection (CDI),050000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",6,14.5,20646,0.41,0.17,0.86,Better,Yes,0.76,12,
2021,California,San Luis Obispo,Clostridioides difficile Infection (CDI),050000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",9,10.56,15726,0.85,0.42,1.56,Same,No,0.57,12,
2021,California,San Mateo,Clostridioides difficile Infection (CDI),220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",8,8.4,19123,0.95,0.44,1.81,Same,No,2,12,
2021,California,San Mateo,Clostridioides difficile Infection (CDI),220000010,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Major Teaching,1,16.09,28790,0.06,0,0.31,Better,Yes,1.31,12,
2021,California,San Mateo,Clostridioides difficile Infection (CDI),220000009,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospital,"Community, <125 Beds",5,16.27,25765,0.31,0.11,0.68,Better,Yes,1.83,12,
2021,California,San Mateo,Clostridioides difficile Infection (CDI),220000017,Mills-Peninsula Medical Center,Acute Care Hospital,"Community, 125-250 Beds",9,32.11,47242,0.28,0.14,0.51,Better,Yes,1.22,12,
2021,California,San Mateo,Clostridioides difficile Infection (CDI),220000007,San Mateo Medical Center,Acute Care Hospital,Major Teaching,8,5.21,10884,1.54,0.71,2.92,Same,No,0.62,12,
2021,California,San Mateo,Clostridioides difficile Infection (CDI),220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,7.17,18820,0.14,0.01,0.69,Better,Yes,1.1,12,
2021,California,Santa Barbara,Clostridioides difficile Infection (CDI),050000017,Goleta Valley Cottage Hospital,Acute Care Hospital,"Community, <125 Beds",0,1.31,3274,0,0,2.29,Same,Yes,0,12,
2021,California,Santa Barbara,Clostridioides difficile Infection (CDI),050000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,4,4.41,9289,0.91,0.29,2.19,Same,No,1.14,12,
2021,California,Santa Barbara,Clostridioides difficile Infection (CDI),050000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,28.73,50565,0.17,0.06,0.39,Better,Yes,0.51,12,
2021,California,Santa Barbara,Clostridioides difficile Infection (CDI),050000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,30,46.99,87283,0.64,0.44,0.9,Better,Yes,0.62,12,
2021,California,Santa Barbara,Clostridioides difficile Infection (CDI),050000280,Santa Barbara Cottage Hospital,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,2.75,8732,0.73,0.12,2.4,Same,No,0.43,12,
2021,California,Santa Barbara,Clostridioides difficile Infection (CDI),050000030,Santa Ynez Valley Cottage Hospital,Critical Access Hospital,Critical Access,0,0.11,396,,,,,,0,12,
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",22,52.74,88842,0.42,0.27,0.62,Better,Yes,1.08,12,
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070000136,El Camino Health Los Gatos,Acute Care Hospital,"Community, 125-250 Beds",5,6.09,15591,0.82,0.3,1.82,Same,No,1.14,12,
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070000136,El Camino Health Los Gatos,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,1.91,4755,0.53,0.03,2.59,Same,Yes,0,12,
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",10,33.31,60782,0.3,0.15,0.54,Better,Yes,1.11,12,
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070000150,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",18,30.05,46809,0.6,0.37,0.93,Better,Yes,1.09,12,
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,"Community, >250 Beds",24,60.39,87559,0.4,0.26,0.58,Better,Yes,1.24,12,
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,29,29.13,81912,1,0.68,1.41,Same,No,0.64,12,
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070000154,Mission Oaks Hospital,Acute Care Hospital,"Community, <125 Beds",0,0,0,,,,,,,12,"Incomplete Reporter, interpret with caution"
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070000154,Mission Oaks Hospital,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.64,5011,0,0,1.83,Same,Yes,,12,
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070000146,O'Connor Hospital,Acute Care Hospital,Major Teaching,6,32.4,49111,0.19,0.08,0.39,Better,Yes,1.08,12,
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070000133,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",4,30.39,60247,0.13,0.04,0.32,Better,Yes,0.42,12,
